count,date,title,description,org_link,link
59,2024-08-15 18:20:00,이상일 시장 “시민 안전 최우선 행정이 성과를 내서 용인이 재난관리평가에서...,경우 <b>인공지능</b> 카메라가 이를 감지해서 보행신호를 자동적으로 늘려주는 기능을 가진 신호등)은 저학년 학생들의 보행안전에 큰 기여를 할 것으로 기대한다”고 말했다. 이 시장은 “청덕초등학교 학생들이 안전하고... ,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202408151801433350068,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202408151801433350068
60,2024-08-15 18:18:00,"[현장] 김동연 경기도지사, &quot;사람 중심인 '휴머노믹스' 통해 대한민국 위기 극...","민선8기 대표 복지정책인 '360° 돌봄' 사업 역시 가족돌봄수당 도입, 국공립 어린이집 400개 확충, <b>인공지능</b>을 활용한 노인돌봄정책인 AI+ 돌봄 등과 함께 중점 추진한다. 세 번째 기후경제 분야에서는 신규프로젝트로... ",https://www.news2day.co.kr/article/20240814500264,https://www.news2day.co.kr/article/20240814500264
61,2024-08-15 18:17:00,&quot;전력 호황에 최대실적... 유럽·베트남 해저케이블 본격 추진&quot; [fn C라운지],"특히 <b>인공지능</b>(AI)과 데이터센터의 확대로 인해 전력 사용이 급격히 증가하면서 많은 국가들이 재생에너지, 특히 해상풍력에 주목하고 있다. 이로 인해 해상풍력발전소에서 생산된 전력을 육지로 전달하기 위한... ",http://www.fnnews.com/news/202408151816022891,https://n.news.naver.com/mnews/article/014/0005228267?sid=101
62,2024-08-15 18:17:00,"베트남 홀린 '올레드 아트'... LG전자, 동남亞 정조준","더 강력해진 <b>인공지능</b>(AI) 성능을 갖춘 알파11 프로세서와 자유로운 공간경험을 제공하는 무선 올레드 TV는 전시 핵심 모티브인 '<b>지능</b>', '자유' 등을 효과적으로 전달한다. 한편, 시장조사업체 옴디아에 따르면... ",http://www.fnnews.com/news/202408151816185652,https://n.news.naver.com/mnews/article/014/0005228271?sid=101
63,2024-08-15 18:17:00,"AI·5G·6G 등 ICT 핵심기술 확보... 글로벌 R&amp;D, 정부지원 성과냈다","미국 하버드대, 노스캐롤라이나주립대 등과 연세대 등 우리 대학, 연구기관의 협업으로 <b>인공지능</b>(AI) 결합 6G 통신 시스템, AI 성능 향상용 차세대 반도체 소자 등 정보통신기술(ICT) 분야 최첨단 기술들이 개발된 것으로... ",http://www.fnnews.com/news/202408151815441958,https://n.news.naver.com/mnews/article/014/0005228263?sid=105
64,2024-08-15 18:17:00,ICT 수출 넉달째 '증가'... 주요 품목 회복세 뚜렷,"반도체 수출은 <b>인공지능</b>(AI) 시장 성장, IT 기기 시장이 회복으로 수요가 늘어, 전체 반도체 수출은 9개월 연속 두 자릿수 증가했다. 디스플레이는 TV·PC 등 전자기기 수요 회복세로 유기발광 다이오드(OLED)를... ",http://www.fnnews.com/news/202408151815539407,https://n.news.naver.com/mnews/article/014/0005228265?sid=105
65,2024-08-15 18:17:00,"용석우 삼성전자 사장 &quot;AI TV 스크린, 새로운 경험 열어갈 것&quot;",용석우 삼성전자 영상디스플레이(VD) 사업부장(사장)이 &quot;기존 스크린으로 하지 못했던 새로운 경험을 <b>인공지능</b>(AI) TV 스크린으로 열어갈 것&quot;이라고 강조했다. 용 사장은 15일 삼성전자 뉴스룸 기고문을 통해 &quot;TV... ,http://www.fnnews.com/news/202408151816130131,https://n.news.naver.com/mnews/article/014/0005228270?sid=101
66,2024-08-15 18:14:00,"<b>인공지능</b> 반도체 기술인재 선발대회 개최...NIPA·KAIT, 맞춤형 인재 채용과 ...","행사 포스터 갈무리 국내 <b>인공지능</b>(AI) 반도체 산업은 급속한 성장세를 보이고 있지만, 기업들은 기술 혁신과 시장 경쟁력 강화에 필요한 인력을 수급하는 데 큰 어려움을 호소하고 있다. 이러한 상황을 해결하기 위해... ",https://www.aitimes.kr/news/articleView.html?idxno=31965,https://www.aitimes.kr/news/articleView.html?idxno=31965
67,2024-08-15 18:14:00,"“소프트뱅크, 인텔과 AI 칩 생산 협력 결렬… TSMC 접촉”",영국 일간 파이낸셜타임스(FT)가 14일(현지 시각) 손정의(孫正義·일본명 손 마사요시) 회장이 이끄는 소프트뱅크가 엔비디아에 대항할 <b>인공지능</b>(AI) 칩 생산을 위해 인텔과 협력 협상에 나섰지만 결렬됐다고 보도했다.... ,https://biz.chosun.com/international/international_general/2024/08/15/PH7FPTCIN5GPBEQGHCQ7CNQ5LI/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://n.news.naver.com/mnews/article/366/0001012037?sid=104
68,2024-08-15 18:14:00,해남군 신규시책보고회&quot;2030 미래 성장동력 발굴 주력&quot;,"특히 미래 농수산업의 혁신사업의 발굴과 <b>인공지능</b>, 빅데이터를 활용한 신성장사업, 미래성장의 동력을 마련하는 중장기 프로젝트, 지역발전과 경제활성화 등 각종 지역현안사업 등이 대거 발굴되어 관심을 모았다.... ",http://www.koreareport.co.kr/news/articleView.html?idxno=25709,http://www.koreareport.co.kr/news/articleView.html?idxno=25709
69,2024-08-15 18:13:00,이필형 동대문구청장 &quot;유명학원 유치…중등교육 환경 개선할 것&quot;,"그는 “청량마켓몰에 <b>인공지능</b>(AI) 등 첨단기술을 적용하고 전통시장진흥센터도 조성하겠다”며 “정부의 청량리역 복합 개발, 서울시 제기동 한옥마을 조성 사업이 완성되면 관광객이 한옥에 머무르며 청량마켓몰을... ",https://www.sedaily.com/NewsView/2DD0Z9FG3I,https://n.news.naver.com/mnews/article/011/0004380621?sid=102
70,2024-08-15 18:12:00,&quot;구글 재택근무 문제&quot;라던 전 CEO…논란되자 &quot;실언했다&quot;,구글이 AI(<b>인공지능</b>) 기술 경쟁에서 오픈AI 등에 밀리는 이유는 &quot;재택근무 때문&quot;이라고 말했던 에릭 슈미트 전 구글 CEO(최고경영자)가 자신의 발언을 철회했다. 슈미트 전 CEO는 14일(현지시간) 월스트리트저널(WSJ)에... ,http://news.mt.co.kr/mtview.php?no=2024081517575837528,https://n.news.naver.com/mnews/article/008/0005077525?sid=105
71,2024-08-15 18:12:00,ICT수출 4개월 연속 30%이상 증가…&quot;반도체·디스플레이 수출 호조&quot;,<b>인공지능</b>(AI) 시장 확대와 IT기기 시장의 회복으로 수요가 점차 늘고 있다. 지난달 메모리반도체 수출은 고정 거래 가격 인상과 HBM 등 고부가 품목 수요 증가로 전년 동월 대비 89.0%나 급증했다.컴퓨터와... ,https://www.yeongnam.com/web/view.php?key=20240815010001967,https://www.yeongnam.com/web/view.php?key=20240815010001967
72,2024-08-15 18:11:00,"10년간 돈 쏟아부은 전기차 ‘포기’…‘애플카’ 대체 먹거리, 아이패드서 영...","애플의 <b>인공지능</b>(AI) 시스템 ‘애플 인텔리전스’와 음성 비서 ‘시리’도 탑재했다. 가전제품 원격조종이 가능한 스마트홈 지휘소, 화상회의 기기, 원격 주택보안 기기 등으로 사용될 것으로 보인다. 애플은 빠르면 2026... ",https://www.mk.co.kr/article/11093670,https://n.news.naver.com/mnews/article/009/0005350772?sid=103
73,2024-08-15 18:08:00,[우리동네 명사들] 로커 꿈 품었던 소년 김세규… 뉴미디어 콘텐츠 기업 진두...,롤링스톤코리아·비브스튜디오스 4차 산업 혁명 시대가 도래하면서 <b>인공지능</b>(AI)과 메타버스에 대한 관심이 늘어나고 있다. 메타버스는 가상·초월 등을 의미하는 ‘메타(Meta)’와 세계를 뜻하는 ‘유니버스(Universe)... ,https://www.skyedaily.com/news/news_view.html?ID=242995,https://www.skyedaily.com/news/news_view.html?ID=242995
74,2024-08-15 18:06:00,[김경민의 국제정치] 힘이 있어야 평화를 지킨다,"경제대국이 되려면 반도체산업, 조선산업, 철강산업, 자동차산업 등이 세계 최고 수준이 계속되도록 노력해야 하고 미래 사업인 우주<b>인공</b>위성산업, <b>인공지능</b>(AI)산업, 항공기산업, 탄소섬유수지산업 등을 육성해야 한다.... ",http://www.fnnews.com/news/202408151805011397,https://n.news.naver.com/mnews/article/014/0005228229?sid=110
75,2024-08-15 18:06:00,돌풍의 삼성 'AI 가전'… 편리함에 에너지까지 잡았다,7월까지 누적 판매량 150만대 돌파 최근 日평균 300여대 꾸준히 유지 통합 연결플랫폼 '스마트싱스' 인기 살림 초보 신혼부부에 선호도 높아 삼성전자가 모바일에 이어 가전에서도 선도적으로 <b>인공지능</b>(AI) 기술을... ,https://www.asiatoday.co.kr/view.php?key=20240816010008441,https://www.asiatoday.co.kr/view.php?key=20240816010008441
76,2024-08-15 18:02:00,"&quot;'엔비디아 대항'…소프트뱅크, AI칩 생산 인텔과 협력 논의&quot;","일본 소프트뱅크가 엔비디아에 대항할 <b>인공지능</b>(AI) 칩을 생산하기 위해 인텔과 협력하는 방안을 논의했지만, 현재까진 결렬 상황인 것으로 전해졌다. 영국 일간 파이낸셜타임스(FT)는 14일(현지시간) 복수의 익명... ",https://news.heraldcorp.com/view.php?ud=20240815050141,https://n.news.naver.com/mnews/article/016/0002350195?sid=104
77,2024-08-15 18:02:00,"KB국민은행, 광복절 맞아 '저항시인 이육사' 영상 공개",<b>인공지능</b>으로 만든 이미지가 시 낭독 장면이나 이육사가 시를 쓰는 모습 등에 나타나 생동감을 더했다. 해당 영상은 KB국민은행 유튜브 채널에서 한국어와 영문 자막 버전으로 감상할 수 있다. KB국민은행 관계자는 &quot;광복... ,http://www.lawleader.co.kr/news/articleView.html?idxno=13823,http://www.lawleader.co.kr/news/articleView.html?idxno=13823
78,2024-08-15 18:02:00,"한동대-㈜지엠디소프트, AI 영상처리 기술 국제학계 주목",한동대학교 <b>인공지능</b>연구실팀과 (주)지엠디소프트는 최근 <b>인공지능</b> 분야에서 가장 권위 있는 학술대회인 IJCAI에서 연구결과를 발표했다. 한동대학교 <b>인공지능</b>연구실(지도교수 홍참길)과 (주)지엠디소프트는 최근... ,http://www.hidomin.com/news/articleView.html?idxno=556848,http://www.hidomin.com/news/articleView.html?idxno=556848
79,2024-08-15 18:02:00,"반도체·디스플레이 수출 호조, ICT 4개월 연속 증가율",반도체 수출은 <b>인공지능</b>(AI) 시장이 성장하고 IT 기기 시장이 회복하면서 반도체 수요가 늘어 9개월 연속 두 자릿수 증가했다고 과기정통부는 설명했다. 디스플레이는 TV·PC 등 전자기기 수요 회복세로... ,https://www.news2day.co.kr/article/20240815500052,https://www.news2day.co.kr/article/20240815500052
80,2024-08-15 18:01:00,&quot;삼성전자·하이닉스 쌍끌이&quot;… 500대 기업 2Q 영업익 2배 '껑충',삼성전자와 SK하이닉스 등 <b>인공지능</b>(AI) 열풍을 탄 반도체 기업의 영업이익 상승이 두드러졌다. 15일 기업데이터연구소 CEO스코어가 국내 매출 상위 500대 기업 중 이달 14일까지 분기보고서를 제출한... ,https://www.moneys.co.kr/article/2024081517473865412,https://n.news.naver.com/mnews/article/417/0001021173?sid=101
81,2024-08-15 18:01:00,[알립니다] 2024년 한미과학자대회 21~24일 샌프란서 개최,"주제 <b>인공지능</b>을 이용한 다음 시대의 과학, 기술 그리고 기업가 정신 일시 8월 21일(수)~24일(토) 장소 미국 캘리포니아 샌프란시스코 하얏트 리젠시 SF 호텔 주최 한국과학기술단체총연합회 재미한인과학기술자협회... ",https://www.mk.co.kr/article/11093664,https://n.news.naver.com/mnews/article/009/0005350769?sid=102
82,2024-08-15 18:00:00,"김동연, 임기 후반기 중점과제로 사람중심경제(휴머노믹스) 제시","이는 6인 공동병실 간병비 2개월 분에 해당하는 금액이다(1일 2만원 × 60일) 민선8기 대표 복지정책인 ‘360° 돌봄’ 사업 역시 가족돌봄수당 도입, 국공립 어린이집 400개 확충, <b>인공지능</b>을 활용한 노인돌봄정책인 AI... ",https://www.dnews.co.kr/uhtml/view.jsp?idxno=202408151754039760066,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202408151754039760066
83,2024-08-15 17:59:00,'협치 바로미터' 공동발의 2천여 법안중 고작 12건,다만 여야 의원들은 <b>인공지능</b>(AI)·교육·지역 현안과 관련해선 함께 법안을 제출하며 초당적 협력 의지를 드러냈다. 15일 국회 의안정보시스템에 따르면 22대 국회가 개원한 이후 전날까지 여야 의원들이 공동으로... ,https://www.mk.co.kr/article/11093658,https://n.news.naver.com/mnews/article/009/0005350764?sid=100
84,2024-08-15 17:54:00,"&quot;소프트뱅크, 인텔과 AI칩 생산 논의했으나 결렬…TSMC 접촉&quot;",일본 소프트뱅크가 엔비디아에 대항할 <b>인공지능</b>(AI) 칩을 생산하기 위해 인텔과 협력하는 방안을 논의했지만 현재로서는 협상이 결렬된 것으로 전해졌다. 주요 외신 등에 따르면 14일(현지시간) 복수의 익명 소식통을... ,https://view.asiae.co.kr/article/2024081517540144221,https://n.news.naver.com/mnews/article/277/0005459543?sid=105
85,2024-08-15 17:54:00,뉴라이트 논란으로 비롯된 ‘반쪽 광복절’ 유감,"강기정 시장은 식민통치의 같은 아픔을 가진 한국과 아세안 국가의 연대를 강조하고, 광주의 자산인 문화예술과 <b>인공지능</b>(AI) 기반을 결합한 ‘AI×문화 중심도시’의 비전을 제시했다. 김영록 지사는 선열들의 굳은 의지와... ",http://www.kjdaily.com/article.php?aid=1723711869637706018,http://www.kjdaily.com/article.php?aid=1723711869637706018
86,2024-08-15 17:54:00,대청댐 녹조 확산 대응 총동원,"또 대형 수상 녹조 복합제거선 투입 확대, <b>인공지능</b> 기반 소형녹조 감시장치를 통한 모니터링, 맛·냄새 원인 물질 제거를 통한 정수 처리 강화 등 환경부를 비롯한 관계기관과 함께 물 환경 개선 방안을 확대·적용할... ",http://www.cctimes.kr/news/articleView.html?idxno=809315,http://www.cctimes.kr/news/articleView.html?idxno=809315
87,2024-08-15 17:54:00,"“원수지간도 이렇게는 안 할듯”…여야 공동대표발의, 법안 2천건 중 고작 1...",다만 여야 의원들은 <b>인공지능</b>(AI)·교육·지역 현안과 관련해선 함께 법안을 제출하며 초당적 협력 의지를 드러냈다. 15일 국회 의안정보시스템에 따르면 22대 국회 개원 이후 전날까지 여야 의원들이 공동으로 대표발의한... ,https://www.mk.co.kr/article/11093618,https://n.news.naver.com/mnews/article/009/0005350735?sid=100
88,2024-08-15 17:54:00,신기술분야 이해 높이고 진로탐색 하고,"또 청소년코딩대회 심사위원으로 참여했던 지기만 박사와 만나 <b>인공지능</b>(AI), 소프트웨어(SW) 융합기술에 관한 이야기를 들었다. 수련관 담당자는 &quot;이번 견학으로 디지털 시대를 선도하는 청소년들이 4차 산업 등... ",http://www.cctimes.kr/news/articleView.html?idxno=809243,http://www.cctimes.kr/news/articleView.html?idxno=809243
