c_temp_pv,k_rpm_pv,n_temp_pv,scale_pv,s_temp_pv
70.3,180,66.6,3.04,68.5
70.2,180,66.6,3.04,68.6
70.3,180,66.7,3.04,68.4
70.2,180,66.7,3.033796667,68.3
70.2,180,66.7,3.033796667,68.3
70.4,180,66.8,2.99,68
70.3,180,66.9,2.99,67.9
70.3,180,66.8,2.99,67.8
70.3,179,66.9,2.99,67.6
70.3,179,67,3,67.4
70.3,179,67,3,67.3
70.3,179,67.1,3,67.2
70.3,179,67.1,3,67.2
70.3,179,67.1,3,67.1
70.3,179,67.1,3,67
70.2,179,67.1,3,66.8
70.3,179,67.2,3.03365381,66.7
70.5,179,67.3,3.03549,66.5
70.3,179,67.3,3.037412619,66.4
70.3,179,67.3,2.98,66.4
70.3,179,67.3,2.98,66.3
70.3,179,67.3,3.050129159,66.3
70.3,179,67.4,3.049758914,66.3
70.3,179,67.3,3.037412619,66.4
70.3,179,67.4,3.049758914,66.3
70.3,179,67.4,3.049758914,66.3
70.4,179,67.5,3.047058333,66.3
70.3,179,67.4,3.06,66.4
70.3,179,67.5,3.06,66.4
70.2,179,67.4,3.06,66.2
70.3,179,67.5,3.052276667,66.4
70.3,179,67.5,3.036974286,66.3
70.3,179,67.4,3.049758914,66.3
70.3,179,67.4,3.058066667,66.4
70.3,179,67.4,3.058066667,66.4
70.3,179,67.4,3.065586667,66.5
70.3,179,67.3,3.029259762,66.6
70.3,179,67.3,3.029259762,66.6
70.3,179,67.2,3.05,66.9
70.3,179,67.1,3.05,66.8
70.3,179,67.1,3.05,67
70.3,179,67.1,3.003025,67.1
70.3,179,67,3.016175623,67.2
70.3,179,67,3.07,67.2
70.3,179,66.9,3.07,67.4
70.3,179,66.9,3.053883333,67.5
70.3,179,66.8,3.006955952,67.6
70.3,179,66.8,3.029344524,67.7
70.4,179,66.8,3.06,67.9
70.3,179,66.7,3.06,67.9
70.3,179,66.7,3.03929,68.1
70.3,179,66.7,3.043286667,68.2
70.3,179,66.6,3.022968571,68.3
70.2,179,66.5,3.06,68.3
70.4,179,66.5,3.07,68.4
70.3,179,66.6,3.07,68.4
70.3,179,66.5,3.028846667,68.4
70.3,179,66.4,2.990666667,68.3
70.3,179,66.4,2.990666667,68.3
70.4,179,66.4,3.05806,68.4
70.3,179,66.4,3.0337,68.1
70.3,179,66.4,3.0337,68.1
70.3,179,66.4,3.03,68.1
70.3,179,66.4,3.03,67.9
70.3,179,66.3,3.0343,67.8
70.4,179,66.4,3.0388,67.7
70.3,179,66.4,3.07,67.5
70.3,179,66.4,3.07,67.5
70.3,179,66.4,3.07,67.3
70.3,179,66.5,3.0357,67.2
70.3,179,66.4,3.026316667,67
70.2,179,66.4,3.04,66.9
70.2,179,66.5,3.04,66.8
70.3,179,66.5,3.04,66.9
70.3,179,66.4,3.01093,66.8
70.4,179,66.6,3.016192857,66.8
70.3,179,66.6,3.00458619,66.7
70.3,179,66.6,2.992879524,66.6
70.3,179,66.7,2.998483333,66.6
70.3,179,66.8,3.03621,66.4
70.4,179,66.8,3.05023,66.4
70.3,179,66.9,3.07,66.3
70.3,179,67,3.07,66.3
70.3,179,67.1,3.045179048,66.4
70.4,179,67.1,3.015010455,66.2
70.3,179,67.1,3.044976342,66.2
70.3,179,67.3,3.04,66.3
70.3,179,67.3,3.04,66.3
70.4,179,67.4,3.056116667,66.3
70.3,179,67.4,3.058066667,66.4
70.4,179,67.4,3.048806667,66.5
70.3,179,67.5,3.06,66.6
70.2,179,67.6,3.06,66.7
70.3,179,67.6,3.06,66.9
70.3,179,67.5,3.033628571,67
70.3,179,67.7,3.03208,67
70.2,179,67.6,3.06,67.1
70.2,179,67.7,3.06,67.2
70.2,179,67.7,3.038596667,67.3
70.2,179,67.6,3.032658333,67.5
70.3,179,67.7,3.04,67.5
70.3,179,67.8,3.04,67.7
70.3,179,67.7,3.016825,67.8
70.2,179,67.7,3.038553333,68
70.4,179,67.8,3.042575,67.9
70.3,179,67.8,3.05,68.1
70.2,179,67.8,3.05,68.2
70.3,179,67.8,3.046099286,68.4
70.3,179,67.7,3.038441667,68.3
70.2,179,67.7,3.028241667,68.3
70.2,179,67.8,3.0477,68.2
70.3,179,67.6,3.0434,68.1
70.4,179,67.6,3.05,67.9
70.4,179,67.6,3.05,67.8
70.3,179,67.6,3.027545,67.7
70.3,179,67.5,3.047367619,67.6
70.3,179,67.4,3.05,67.5
70.3,179,67.5,3.05,67.4
70.2,179,67.4,3.057653333,67.2
70.3,179,67.2,3.002732143,67.1
70.3,179,67.3,3.07,66.9
70.3,179,67.3,3.07,66.8
70.4,179,67.2,3.035905,66.7
70.3,179,67.2,3.055388333,66.5
70.3,179,67.1,3.008745238,66.5
70.3,179,67.1,3.08,66.4
70.3,179,67.1,3.08,66.3
70.3,179,67,3.054552897,66.3
70.4,179,67.1,3.035875238,66.3
70.3,179,67,3.054552897,66.3
70.3,179,67,3.06,66.3
70.3,179,67.1,3.06,66.2
70.4,179,67,3.009573333,66.2
70.3,179,66.9,3.045827143,66.1
70.3,179,66.8,3.07,66
70.3,179,66.9,3.07,66.1
70.3,179,66.8,3.037231429,66.1
70.3,179,66.8,3.040473333,66.2
70.3,179,66.8,3.037231429,66.1
70.3,179,66.9,3.07,66.2
70.3,179,66.9,3.063002857,66.2
70.3,179,66.8,3.040473333,66.2
70.3,179,66.8,3.067484762,66.3
70.3,179,66.8,3,66.4
70.3,179,66.7,3,66.5
70.3,179,66.8,3.02815,66.7
70.4,179,66.8,3.021131905,66.6
70.3,179,66.7,3.02,66.7
70.3,179,66.8,3.02,66.8
70.4,179,66.8,3.031293333,67
70.3,179,66.8,3.007787381,67.1
70.3,179,66.8,3.016701667,67.2
70.3,179,67,3.05,67.3
70.2,179,66.8,3.05,67.4
70.3,179,66.8,3.013714286,67.5
70.3,179,66.9,3.01748381,67.7
70.3,179,66.8,3.05,67.8
70.2,179,66.9,3.05,67.9
70.3,179,66.8,3.034508333,68
70.3,179,66.8,3.032683333,68.1
70.3,179,66.9,3.035728056,68.3
70.3,179,66.9,3.05,68.4
70.2,179,66.9,3.05,68.5
70.3,179,66.9,3.05663,68.5
70.3,179,66.9,3.051226667,68.4
70.3,179,66.9,3.06,68.5
70.3,179,66.9,3.06,68.4
70.2,179,67,3.06,68.4
70.3,179,67,3.025115,68.2
70.3,179,67,3.047433333,68.1
70.3,179,67.1,3.036420934,68.1
70.3,179,67.1,3.021892937,68
70.2,179,67.2,3.00196,67.9
70.3,179,67.2,3.004133333,67.8
70.2,179,67.4,3.02,67.7
70.2,179,67.3,3.02,67.6
70.2,179,67.3,3.043416667,67.4
70.2,179,67.3,3.049933333,67.2
70.2,179,67.4,3.06,67.1
70.2,179,67.4,3.05,67
70.3,179,67.4,3.027391667,66.9
70.3,179,67.4,3.02496,66.8
70.2,179,67.4,3.039921667,66.8
70.3,179,67.4,3.06,66.7
70.3,179,67.3,3.06,66.6
70.2,179,67.4,3.06,66.6
70.3,179,67.3,2.987781667,66.7
70.2,179,67.4,3.042783333,66.4
70.3,179,67.3,3.07,66.3
70.2,179,67.3,3.07,66.2
70.3,179,67.4,3.052709257,66.2
70.3,179,67.3,3.041399048,66.1
70.3,179,67.4,3.06,66.1
70.4,179,67.3,3.06,66.1
70.2,179,67.3,3.054263333,66.1
70.3,179,67.3,3.041399048,66.1
70.2,179,67.4,3.050772619,66.1
70.2,179,67.4,3.07,66.2
70.2,179,67.3,3.07,66.3
70.2,179,67.4,3.02974697,66.3
70.2,179,67.4,3.042783333,66.4
70.3,179,67.3,3.04,66.5
70.2,179,67.3,3.04,66.6
70.2,179,67.2,3.04,66.8
70.2,179,67.2,3.039657381,66.8
70.3,179,67.2,3.042665119,66.9
70.2,179,67.3,3.05,67
70.3,179,67.1,3.05,67.2
70.2,179,67.1,3.029148333,67.3
70.3,179,67.1,3.017403333,67.4
70.2,179,67.1,3.025494048,67.5
70.2,179,67.1,3.06,67.7
70.2,179,67,3.06,67.7
70.2,179,67,3.04345,67.8
70.3,179,67.1,3.021892937,68
70.2,179,67,3.05,68
70.3,179,67,3.05,68.2
70.3,179,67.1,3.05,68.3
70.2,179,67.1,3.03078119,68.4
70.3,179,67,3.024561825,68.4
70.2,179,67.1,3.05,68.3
70.2,179,67.1,3.06,68.3
70.3,179,67.1,3.06,68.2
70.3,179,67.1,3.036420934,68.1
70.3,179,67.1,3.014121429,67.8
70.3,179,67.2,3.0037,67.7
70.2,179,67.2,3.04,67.6
70.3,179,67.3,3.04,67.5
70.2,179,67.2,3.049026667,67.3
70.2,179,67.2,3.033503333,67.2
70.2,179,67.3,3.045846667,67.1
70.2,179,67.4,3.01,67
70.2,179,67.4,3.01,67
70.3,179,67.4,3.02496,66.8
70.2,179,67.5,3.0804,66.6
70.3,179,67.4,3.02,66.5
70.2,179,67.5,3.02,66.4
70.3,179,67.5,3.052276667,66.4
70.2,179,67.5,3.031535952,66.3
70.3,179,67.5,3.04,66.2
70.3,179,67.5,3.05,66.3
70.2,179,67.5,3.05,66.2
70.3,179,67.5,3.047899683,66.2
70.2,179,67.5,3.045587778,66.2
70.2,179,67.5,3.04,66.2
70.3,179,67.5,3.04,66.2
70.2,179,67.5,3.039379524,66.1
70.2,179,67.5,3.045587778,66.2
70.3,179,67.4,3.049758914,66.3
70.2,179,67.6,3.06,66.2
70.2,179,67.4,3.06,66.3
70.4,179,67.4,3.056116667,66.3
70.2,179,67.4,3.02974697,66.3
70.3,179,67.4,3.058066667,66.4
70.3,179,67.4,3.08,66.5
70.2,179,67.3,3.08,66.5
70.3,179,67.4,3.039839762,66.6
70.2,179,67.3,3.044598333,66.8
70.2,179,67.2,3.03,66.8
70.3,179,67.3,3.03,66.9
70.3,179,67.2,3.03,66.9
70.2,179,67.2,3.057941667,67.1
70.2,179,67.2,3.033503333,67.2
70.2,179,67.2,3.04,67.4
70.2,179,67.1,3.03,67.5
70.2,179,67,3.017051667,67.6
70.2,179,67.1,3.0384,67.7
70.2,179,67.1,3.05,67.9
70.2,179,67,3.06,68
70.2,179,67,3.06,68
70.2,179,67.1,3.008963333,68.1
70.2,179,67,3.059245714,68.3
70.2,179,67,3.06,68.3
70.2,179,67.1,3.06,68.4
70.2,179,67.2,3.022438571,68.5
70.2,179,67.2,3.022438571,68.5
70.2,179,67.2,3.06,68.4
70.2,179,67.2,3.06,68.3
70.2,179,67.2,2.993697778,68.3
70.2,179,67.2,2.993844762,68.2
70.2,179,67.3,3.026393333,68.1
70.2,179,67.3,3.06,68.2
70.3,179,67.2,3.06,68
70.2,179,67.3,3.0221,67.9
70.2,179,67.3,3.0179,67.8
70.2,179,67.3,3.03,67.6
70.2,179,67.3,3.03,67.5
70.3,179,67.3,3.03905,67.4
70.2,179,67.3,3.0424,67.3
70.2,179,67.3,3.045846667,67.1
70.2,179,67.3,3.04,67
70.2,179,67.2,3.04,67
70.2,179,67.4,3.047466667,66.9
70.2,179,67.2,3.039657381,66.8
70.2,179,67.2,3.06,66.7
70.3,179,67.2,3.06,66.7
70.2,179,67.2,3.040233333,66.6
70.2,179,67.2,3.040233333,66.6
70.2,179,67.2,3.019391429,66.4
70.2,179,67.1,3.06,66.3
70.2,179,67.2,3.06,66.2
70.2,179,67.2,3.038615,66.2
70.2,179,67.3,3.054263333,66.1
70.3,179,67.2,3.06,66.1
70.2,179,67.3,3.06,66.1
70.2,179,67.3,3.05284,66.2
70.2,179,67.2,3.038615,66.2
70.3,179,67.3,3.047415714,66.2
70.3,179,67.3,3.06,66.4
70.2,179,67.3,3.06,66.3
70.2,179,67.3,3.041345012,66.5
70.2,179,67.2,3.040233333,66.6
70.2,179,67.2,3.05,66.6
70.3,179,67.1,3.06,67
70.3,179,67.2,3.06,66.9
70.3,179,67.1,3.039198175,67
70.2,179,67,3.04375,67.1
70.2,179,67,3.04,67.2
70.2,179,67,3.04,67.4
70.2,179,67,3.024141548,67.4
70.3,179,66.9,3.025678333,67.6
70.3,179,66.9,3.05,67.8
70.3,179,66.8,3.05,67.8
70.2,179,66.7,3.03286,67.9
70.3,179,66.8,3.034508333,68
70.2,179,66.7,3.0405,68.1
70.4,179,66.7,3.07,68.4
70.2,179,66.6,3.07,68.2
70.2,179,66.6,3.048955,68.2
70.2,179,66.6,3.048955,68.2
70.2,179,66.7,3.035985,68.2
70.2,179,66.7,3.04,68
70.2,179,66.6,3.04,67.9
70.3,179,66.6,3.035943333,67.7
70.2,179,66.5,3.0035,67.6
70.3,179,66.5,3.0341,67.5
70.3,179,66.5,3.04,67.3
70.2,179,66.5,3.04,67.2
70.2,179,66.5,3.017266667,67.1
70.2,179,66.5,3.017266667,67.1
70.2,179,66.5,3.022133333,67
70.3,179,66.4,3.028975,66.9
70.2,179,66.3,3.09,66.8
70.3,179,66.4,3.09,66.6
70.2,179,66.3,3.0223,66.5
70.2,179,66.3,3.0083,66.4
70.3,179,66.2,3.07,66.3
70.4,179,66.2,3.07,66.2
70.2,179,66.3,3.07,66.2
70.2,179,66.2,3.05033,66.1
70.3,179,66.3,3.043136667,66.2
70.3,179,66.3,3.07,66.2
70.3,179,66.4,3.06,66.2
70.2,179,66.4,3.06,66.1
70.3,179,66.4,3.020683333,66.1
70.2,179,66.5,3.036653333,66.1
70.3,179,66.5,3.04,66.1
70.3,179,66.6,3.04,66.2
70.3,179,66.6,3.04,66.2
70.2,179,66.7,3.04,66.2
70.2,179,66.6,3.04,66.2
70.3,179,66.7,3.04,66.3
70.2,179,66.8,3.04,66.4
70.4,179,66.8,3.034561667,66.5
70.3,179,66.8,3.03621,66.4
70.3,179,66.9,3.07,66.6
70.3,179,67.1,3.07,66.7
70.3,179,67,3.023104405,66.8
70.3,179,67.1,3.030075,66.9
70.3,179,67.2,3.024515,67
70.2,179,67.1,3.07,67.1
70.3,179,67.2,3.07,67.2
70.3,179,67.2,3.0520975,67.4
70.3,179,67.2,3.0520975,67.4
70.3,179,67.3,3.068741667,67.6
70.2,179,67.3,3.03,67.7
70.4,179,67.3,3.03,67.8
70.4,179,67.3,3.055783333,67.9
70.3,179,67.4,3.02795,68
70.3,179,67.3,3.06,68.2
70.3,179,67.4,3.06,68.2
70.3,179,67.4,3.070593333,68.3
70.3,179,67.5,3.0475,68.4
70.3,179,67.4,3.0454,68.5
70.2,179,67.5,3.07,68.4
70.3,179,67.5,3.07,68.4
70.2,179,67.5,3.057215,68.4
70.3,179,67.4,3.070593333,68.3
70.2,179,67.5,3.04,68.3
70.2,179,67.4,3.04,68.3
70.3,179,67.3,3.049059603,68.1
70.3,179,67.4,3.02795,68
70.3,179,67.4,3.06,67.9
70.4,179,67.3,3.06,67.9
70.3,179,67.4,3.028040476,67.8
70.3,179,67.3,3.02913,67.8
70.3,179,67.3,3.068741667,67.6
70.3,179,67.2,3.07,67.4
70.3,179,67.1,3.07,67.2
70.3,179,67.2,3.048390238,67.2
70.3,179,67.2,3.002732143,67.1
70.3,179,67.1,3.039198175,67
70.3,179,67,3.030206667,66.9
70.3,179,66.9,3.03,66.9
70.2,179,66.9,3.03,66.8
70.3,179,66.8,3.03,66.7
70.4,179,66.8,3.021131905,66.6
70.2,179,66.7,3.033875,66.5
70.2,179,66.7,3.033875,66.5
70.3,179,66.8,3.067484762,66.3
70.2,179,66.7,3.034726667,66.2
70.3,179,66.8,3.037231429,66.1
70.2,179,66.7,3.023630952,66.1
70.3,179,66.7,3.038625714,66.2
70.3,179,66.9,3.063002857,66.2
70.2,179,66.9,3.026127381,66.1
70.3,179,66.9,3.045827143,66.1
70.2,179,66.9,3.024561667,66
70.3,179,67,3.06,66
70.3,179,66.9,3.06,66
70.4,179,67.1,3.06,66
70.2,179,67.1,3.043725,65.8
70.2,179,67.1,3.043725,65.8
70.2,179,67.2,3.042925,65.8
70.2,179,67.2,3.1,65.8
70.3,179,67.3,3.1,65.8
70.3,179,67.2,3.1,65.9
70.3,179,67.3,3.041399048,66.1
70.3,179,67.4,3.052709257,66.2
70.4,179,67.4,3.056116667,66.3
70.3,179,67.4,3.1,66.5
70.3,179,67.4,3.065586667,66.5
70.3,179,67.4,3.039839762,66.6
70.3,179,67.5,3.048916667,66.7
70.3,179,67.5,3.03425,66.9
70.3,179,67.5,3.033628571,67
70.2,179,67.5,3.029581905,67
70.2,179,67.7,3.048476667,67.2
70.2,179,67.4,3.034626667,67.3
70.3,179,67.6,3.034842619,67.4
70.3,179,67.5,3.041710952,67.5
70.3,179,67.6,3.02715,67.6
70.2,179,67.5,3.08,67.8
70.3,179,67.5,3.08,67.9
70.2,179,67.6,3.040241667,67.9
70.3,179,67.5,3.03963,68.1
70.3,179,67.5,3.034475,68.2
70.2,179,67.5,3.09,68.2
70.3,179,67.4,3.09,68.3
70.4,181,67.4,3.0234,68.5
70.3,181,67.3,3.05989,68.3
70.3,181,67.3,3.060933333,68.2
70.2,181,67.3,3.057423333,68.1
70.2,181,67.3,3.05,67.9
70.3,181,67.1,3.05,67.9
70.3,181,67,3.01799,67.6
70.3,181,67.1,2.999163333,67.5
70.3,181,67,3.027121429,67.3
70.3,181,67,3.04,67.2
70.2,181,67,3.04,67.1
70.2,181,66.8,3.015,67.1
70.2,181,66.9,3.0126,66.9
70.3,181,66.9,3.02,66.8
70.3,181,66.8,3.02,66.7
70.3,181,66.8,3.057516667,66.6
70.2,181,66.8,3.03445,66.5
70.3,181,66.8,3.005631667,66.4
70.3,181,66.8,3.01,66.3
70.3,181,66.8,3,66.3
70.2,181,66.8,3,66.3
70.3,181,66.9,3,66.3
70.3,181,66.8,3,66.3
70.2,181,66.9,3.0176,66.3
70.3,181,67,3.043,66.3
70.2,181,66.9,3.0176,66.3
70.2,181,66.9,3.0029,66.4
70.2,181,67,3.03,66.4
70.2,181,67,3.03,66.4
70.2,181,67,3.03,66.5
70.3,181,67,3.03,66.4
70.2,181,67,3.03,66.5
70.3,181,67.1,3.053709048,66.6
70.2,181,67,3.048133333,66.6
70.2,181,66.9,3.028233333,66.6
70.2,181,66.9,3.033293333,66.7
70.3,181,66.9,2.9832,66.9
70.3,181,67,2.94,66.9
70.3,181,67,2.95,67
70.2,181,66.9,2.95,67.2
70.3,181,66.9,2.95,67.2
70.2,181,66.8,2.95,67.3
70.2,181,66.9,2.95,67.5
70.3,181,66.9,3.03,67.6
70.4,181,66.9,3.03,67.7
70.2,181,66.9,3.03,67.8
70.2,181,66.9,3.03,67.9
70.2,181,66.9,3.03,67.9
70.2,181,67,3.040915476,68
70.3,181,67,3.05,68.2
70.3,181,67,3.05,68.2
70.2,181,67.1,3.043283333,68.3
70.2,181,67,3.04063,68.3
70.2,181,67,3.040586667,68.4
70.2,181,67,3.040586667,68.4
70.2,181,66.9,3.02907,68.4
70.2,181,66.8,3.020913333,68.3
70.3,181,66.9,3.01717,68.4
70.2,181,66.9,3.02907,68.4
70.2,181,66.9,3.026553333,68.3
70.3,181,66.8,3.01056381,68.3
70.2,181,66.8,3.01448,68.2
70.2,181,66.9,3.019641667,68.1
70.3,181,66.8,3.029166667,67.9
70.3,181,66.8,3.025516667,67.8
70.2,181,66.8,3.0181,67.7
70.3,181,66.9,2.980303571,67.5
70.3,181,66.9,3.021295,67.6
70.3,181,67,3.017376429,67.4
70.2,181,67,3.01905,67.3
70.3,181,67.1,3.027091667,67.2
70.2,181,67.1,3.032120833,67.1
70.3,181,67.1,3.0195725,67.1
70.3,181,67.2,2.980826667,67
70.3,181,67.3,3.0256,66.8
70.2,181,67.3,3.03615,66.8
70.3,181,67.4,3.047188095,66.7
70.2,181,67.4,3.017652381,66.6
70.4,181,67.5,3.014783333,66.7
70.3,181,67.5,3.035609048,66.6
70.3,181,67.6,3.025008095,66.5
70.2,181,67.6,3.021631667,66.4
70.2,181,67.6,3.046581667,66.3
70.2,181,67.7,3.0587,66.3
70.2,181,67.7,3.0587,66.3
70.3,181,67.8,3.0712,66.3
70.3,181,67.8,3.1,66.2
70.3,181,67.8,3.1,66.3
70.3,181,67.9,3.1,66.4
70.4,177,70,3.075,70.3
70.4,171,70.1,3.0492,70.4
70.4,166,70.1,3.0533,70.5
70.4,161,70.1,3.0554,70.5
70.4,159,70.1,3.0387,70.7
70.4,159,70.1,3.0387,70.7
70.4,159,70.1,3.04365,70.8
70.4,159,70.2,3.04375,70.9
70.3,159,70.2,3.0424,71
70.4,159,70.1,3.0342,71
70.4,159,70.2,3.0398,71
70.6,159,70.2,3.0509,70.9
70.5,159,70.2,3.06005,70.8
70.4,159,70.3,3.0342,70.6
70.4,159,70.2,3.0578,70.4
70.4,159,70.3,3.0539,70.2
70.5,159,70.3,3.0527,70
70.5,159,70.2,3.0557,69.8
70.4,159,70.1,3.0421,69.6
70.5,161,70.3,3.0555,69.4
70.4,164,70.2,3.07,69.3
70.4,164,70.2,3.07,69.3
70.4,164,70.1,3.0706,69.1
70.4,164,70.1,3.0497,68.9
70.4,164,70,3.0429,68.8
70.4,164,70,3.0428,68.6
70.4,164,69.9,3.0388,68.5
70.4,164,69.7,3.0436,68.5
70.4,164,69.7,3.0403,68.4
70.4,164,69.7,3.0403,68.4
70.5,164,69.6,3.040833333,68.3
70.4,164,69.5,3.0412,68.3
70.5,164,69.5,3.036433333,68.3
70.4,164,69.4,3.032,68.3
70.4,164,69.3,3.0384,68.3
70.4,164,69.3,3.0384,68.3
70.3,164,69.2,3.0359,68.3
70.3,164,69.2,3.0369,68.4
70.4,165,69.2,3.043,68.5
70.4,165,69.1,3.0406,68.6
70.4,165,69.1,3.0294,68.8
70.4,165,69,3.0313,68.8
70.4,165,69.1,3.0366,68.9
70.5,165,69,3.035,69
70.4,165,69,3.07,69.2
70.5,167,69,2.9911,69.4
70.4,167,68.9,3.0089,69.5
70.5,167,69,3.005583333,69.6
70.5,167,69,3.009916667,69.8
70.5,167,68.8,3.014213333,69.9
70.4,167,68.9,3.0195,70
70.4,167,68.8,3.0202,70.1
70.4,167,68.9,3.0224,70.2
70.5,167,68.9,3.015383333,70.3
70.4,167,68.8,3.0203,70.4
70.4,167,68.9,3.0224,70.5
70.5,167,68.9,3.013133333,70.8
70.4,167,68.9,3.0176,70.8
70.5,167,68.8,3.007,70.9
70.5,167,68.9,3.009333333,71
70.5,167,68.9,3.0407,71.1
70.4,167,69,3.1,71.2
70.5,170,69.2,3.1,71.2
70.6,170,69.2,3.07825,71.2
70.5,170,69.1,3.0523,71.1
70.5,170,69.2,3.042216667,70.9
70.6,170,69.3,3.0397,70.7
70.5,170,69.4,3.036,70.5
70.6,170,69.4,3.0249,70.3
70.5,170,69.5,3.0368,70.2
70.5,170,69.5,3.0386,70.1
70.4,170,69.5,3.0383,70
70.6,170,69.6,3.0287,69.8
70.5,170,69.6,3.038,69.8
70.5,170,69.6,3.056,69.6
70.5,170,69.6,3.0604,69.4
70.5,170,69.8,3.0565,69.3
70.5,170,69.8,3.0512,69.1
70.5,173,69.8,3.0465,69
70.5,176,69.9,3.0535,68.8
70.6,176,69.8,3.0526,68.7
70.5,176,69.9,3.0482,68.6
70.5,176,69.9,3.0482,68.6
70.5,176,70,3.0453,68.7
70.5,176,70,3.04315,68.6
70.5,176,70,3.04315,68.6
70.6,176,70.1,3.0476,68.6
70.6,176,70.1,3.0476,68.6
70.5,176,70.1,3.04495,68.6
70.6,176,70.2,3.0489,68.7
70.6,176,70.2,3.0469,68.6
70.6,176,70.2,3.0489,68.7
70.6,176,70.2,3.0489,68.7
70.6,176,70.2,3.0504,68.8
70.5,176,70.4,3.0405,68.9
70.5,176,70.3,3.0437,68.9
70.5,176,70.4,3.0406,69
70.6,176,70.4,3.0422,69.1
70.5,176,70.4,3.0459,69.1
70.6,176,70.4,3.0411,69.2
70.6,179,70.5,3.016,69.3
70.5,180,70.4,3.0437,69.4
70.6,180,70.5,3.0192,69.5
70.6,180,70.5,3.0185,69.6
70.5,180,70.4,3.0415,69.7
70.6,180,70.4,3.0275,69.9
70.6,180,70.4,3.0237,70
70.6,180,70.4,3.01,70.1
70.6,180,70.3,3.01,70.2
70.5,180,70.2,3.01,70.4
70.5,180,70.2,3.0469,70.5
70.6,180,70.1,3.0517,70.5
70.6,180,70.1,3.049975,70.7
70.6,180,70,3.050766667,70.8
70.6,180,70,3.053616667,70.9
70.6,180,69.9,3.04664,71
70.6,180,69.9,3.0324,71.2
70.6,180,69.9,3.0324,71.2
70.5,180,69.8,3.0315,71.3
70.6,180,69.8,3.0287,71.3
70.6,180,69.9,3.0282,71.3
70.6,180,69.8,3.0293,71.4
70.6,180,69.9,3.02,71.3
70.6,180,69.7,3.02,71.3
70.6,180,69.7,3.0247,71.3
70.6,180,69.7,3.0247,71.3
70.6,180,69.7,3.0283,71.2
70.5,180,69.6,3.02659,71
70.6,180,69.6,3.030806667,70.9
70.6,180,69.6,3.0252,70.7
70.5,180,69.6,3.0149,70.6
70.6,180,69.6,3.0383,70.3
70.6,180,69.6,3.0372,70.2
70.6,180,69.6,3.0309,70.1
70.6,180,69.6,3.0255,70
70.6,180,69.6,3.0339,69.8
70.6,180,69.6,3.0339,69.8
70.6,180,69.6,3.05,69.6
70.6,180,69.7,3.05,69.6
70.6,180,69.6,3.05,69.5
70.6,180,69.7,3.051,69.3
70.6,180,69.7,3.0546,69.2
70.6,180,69.6,3.0311,69
70.6,180,69.7,3.045,69
70.7,180,69.7,3.0645,68.8
70.6,180,69.7,3.0493,68.7
70.7,180,69.9,3.0653,68.7
70.7,180,69.8,3.0643,68.6
70.6,180,69.7,3.05,68.5
70.7,180,69.8,3.05,68.5
70.7,180,69.8,3.0544,68.5
70.7,180,69.8,3.0544,68.5
70.7,180,69.8,3.07,68.6
70.6,180,69.8,3.07,68.5
70.6,180,69.8,3.07,68.4
70.7,180,69.9,3.0492,68.4
70.6,180,69.8,3.0678,68.5
70.7,180,70,3.07,68.5
70.6,180,69.8,3.07,68.5
70.7,180,69.9,3.07,68.6
70.7,180,69.9,3.0681,68.6
70.6,180,69.9,3.0643,68.5
70.6,180,69.9,3.0643,68.5
70.6,180,69.9,3.06,68.6
70.6,180,69.9,3.06,68.7
70.6,180,69.9,3.057,68.8
70.6,180,70,3.0444,68.9
70.6,180,70,3.0444,69
70.7,180,70,3.0575,69.1
70.7,180,70,3.0648,69.2
70.6,180,70,3.0569,69.3
70.7,180,70.1,3.05,69.4
70.7,180,70.1,3.05,69.5
70.6,180,70.1,3.05,69.7
70.7,180,70.2,3.0413,69.9
70.6,180,70.2,3.0399,70
70.6,180,70.2,3.04,70.1
70.7,180,70.1,3.04,70.1
70.6,180,70.1,3.049,70.3
70.6,180,70.1,3.0517,70.4
70.7,180,70.1,3.0609,70.6
70.7,180,70,3.07,70.6
70.7,180,70.1,3.07,70.8
70.7,180,70,3.063316667,70.8
70.6,180,70,3.053616667,70.9
70.7,180,69.9,3.0572,70.8
70.8,180,69.9,3.06,70.8
70.7,180,69.8,3.06,70.8
70.7,180,69.8,3.055,70.8
70.7,180,69.9,3.0572,70.8
70.8,180,69.8,3.03,70.6
70.8,180,69.8,3.04,70.5
70.7,180,69.7,3.06,70.4
70.8,180,69.8,3.0579,70.4
70.8,180,69.8,3.0615,70.3
70.7,180,69.7,3.07,70.3
70.8,180,69.8,3.07,70.1
70.7,180,69.7,3.0448,69.9
70.7,180,69.7,3.0415,69.7
70.8,180,69.8,3.0516,69.6
70.7,180,69.9,3.07,69.5
70.7,180,69.8,3.07,69.2
70.7,180,69.9,3.0596,69.1
70.7,180,69.9,3.0596,69.1
70.7,180,69.8,3.05,69
70.7,180,69.8,3.05,69
70.7,180,69.9,3.0538,68.9
70.7,180,69.8,3.058,68.8
70.6,180,69.7,3.0493,68.7
70.7,180,69.7,3.09,68.6
70.7,180,69.7,3.09,68.5
70.7,180,69.6,3.0743,68.3
70.8,180,69.7,3.0565,68.3
70.7,180,69.6,3.1,68.2
70.7,180,69.6,3.1,68.1
