평점,리뷰
3.5,별로 정보없이 봤다가 너무 몰입해서 잘 보고 여운이 길어서 이것저것 검색해봤다. 이게 유명한 그 레베카구나.. 뮤지컬도 보고싶어졌다. 고전 명작은 오래오래 전해져오는 이유가 있다. 확실히 사람을 사로잡는다.
3.0,소설에서 상상했던 그대로
2.5,"반전있네
갑부가 변호사 하나 없냐
이미지란 정말 무서운 거구나 ㅠㅠ"
보고싶어요,"1940년작과의 차이점 - 레베카가 등장한다.

# 레베카 - 1940년, 2020년
===================
《레베카》는 2020년 개봉한 영국의 로맨틱 스릴러 영화이다. 벤 휘틀리가 감독을 맡았으며, 대프니 듀모리에의 동명 소설이 영화의 원작이다.주연인 릴리 제임스는 공개 직전 불륜 논란이 터져 홍보 토크쇼에 불참하기도 했다. 영화 공개 이후, 또다른 주연인 아미 해머는 데이트 폭력 및 강간 등 역대급 논란으로 완전히 업계에서 매장당했다.
----------------------
대프니 뒤 모리에의 [레베카]를 각색하는 건 신성모독이 아닙니다. 알프레드 히치콕의 아카데미 수상작 영화가 대표작으로 인정받고 있지만 그 뒤로도 이 소설은 꾸준히 각색되었었어요. 대부분 텔레비전물이었지만요. 벤 휘틀리가 감독한 넷플릭스 영화가 나오면 텔레비전 각색물이 한 편 더 나오는 것이죠. 요샌 텔레비전 영화와 극장영화의 경계가 많이 희미해졌지만요. 벤 휘틀리의 [레베카]의 문제점은 감히 히치콕을 건드렸다는 게 아니라, 그 이후 나온 수많은 각색물과 비해서도 특별히 좋지 못한 결과물을 냈다는 것입니다. 아주 완벽하게 재미없을 수는 없는 영화입니다. 원작이 되는 뒤 모리에의 소설이 재미있으니까요. 그냥 따라가기만 해도 관객들은 시선을 돌리지 않을 것이고, 실제로 그랬습니다. 벤 휘틀리의 영화는 지루하지 않아요. 페이스도 빠르고 계속 뭔가 분주하게 일이 일어납니다. 단지 리듬이 엉망입니다. 그냥 엉망인 게 아니라 소설 각색물스럽게 엉망이에요. 원작에 대해 아무 지식이 없는 관객들에게 이 영화를 보여줘도 이들은 이 작품이 훨씬 더 재미있는 소설의 각색이라는 걸 알아챌 것입니다. 재미있게 쓰인 소설의 장면만을 추려내 별 고민없이 연결한 듯한 영화예요. 히치콕의 영화는 원작에 비교적 충실하지만 이런 식으로 소설에 종속되지 않았습니다. 그 자체로 훌륭한 영화지요. 하지만 휘틀리의 영화는 좀 맥없는 각색물입니다. 클린트 만셀의 음악도 여기에 별 도움이 되지 않습니다.

새로운 시도가 아주 없는 건 아닙니다. 예를 들어 후반부엔 조금 더 긴장감을 불러일으키려 한 시도가 보입니다. 경찰과 대중은 맥심 드 윈터에게 더 냉정합니다. 이름없는 주인공은 조금 더 적극적으로 탐정처럼 행동하고요. 댄버스 부인의 결말도 조금 바뀌었어요. 이해는 가는데 다들 성의없이 연출되어서 새로운 감흥은 없습니다. 도입부에서 주인공과 맥심의 관계는 진도가 조금 더 빠른데, 전 이건 실수였던 것 같습니다. 캐릭터와도 맞지 않고 원작을 많이 고치지 않은 각본과도 따로 놀지요. 휘틀리가 그나마 공을 들인 부분은 가면무도회 장면입니다. 이 부분은 그림부터 휘틀리스럽고 붉은 드레스를 입은 레베카의 유령을 따라가는 주인공의 액션과 같은 것은 히치콕이나 이후 각색물에서 볼 수 없었던 새로운 시도입니다. 이게 '주인공이 레베카에게 상징적으로 빙의된다'라는 호러스러운 결말로 연결된다면 신선한 무언가가 나올 수도 있었을 텐데, 아쉽게도 영화는 원작을 그렇게까지 적극적으로 바꿀 생각이 없습니다. 의욕을 갖고 덤벼든 사람들이 어느 단계에서 에너지를 잃고 주저앉은 결과랄까.

주인공 역의 릴리 제임스, 댄버스 부인 역의 크리스틴 스콧 토머스의 캐스팅은 좋은 편입니다. 일단 이미지가 맞고 좋은 연기를 보여줍니다. 하지만 감독과 각본가의 협조가 없으니 이들의 노력이 제대로 살아나지 못합니다. 맥심 역의 아미 해머는 미스캐스팅입니다. 이 사람은 어느 영화에 들어가도 조금씩 미스캐스팅 같은데 이 영화에서는 유달리 심해요. 뻣뻣하기가 마네킹 같습니다. 히치콕처럼 고딕스러운 흑백을 추구할 필요는 없습니다만, 이 영화는 지나치게 밝습니다. 그 때문에 맨덜리는 그냥 흔해 빠진 큰 저택처럼 보입니다. 컬러도 지나치게 노골적이라 종종 내용을 방해합니다. 특히 전 맥심이 초반에 입고 나오는 노란 수트가 진짜로 싫었습니다. 왜 맥심이 그런 옷을 입고 다닐 거라고 생각했는지 모르겠어요. (20/10/29)

기타등등
왜인지 몰라도 맨덜리엔 재스퍼 말고 개가 한 마리 더 있습니다. 그 개에게도 이름이 있는지는 잘 모르겠어요."
3.5,군대망치때문에 꼴보기 싫은데 히치콕 덕후라 언젠가는 봐야하는 극강의 딜레마..
2.5,ㅌㅌ
보고싶어요,"냉정하게 영화적으로 판단한다면 여러모로 부족한 작품.뮤지컬과 비교해도, 예전 작품과 비교해도 둘다 기준미달. 초반부의 스페인에서의 장면 까지는 괜찮지만 영국으로 넘어간 후로부터 영상도 스토리도 아쉬움."
3.0,넷플릭스
3.0,스포일러가 있어요!! 보기
3.0,아미 해머...아...넘나 잘생...
0.5,That was… so stupid… 할거면 하나만 하던가 도대체 무슨 말을 하고 싶었던 건지 모르겠다 여주인공도 처음에는 괜찮았는데 가면 갈수록 ㅠㅠ 후
2.0,으씨 ㅡㅡ
2.0,"히치콕 레베카를 먼저봐서그런지.
아쉽고아쉽고 약하다."
3.0,"뮤지컬 때문에 흥미가 생겨서 찾아보게된 영화였는데
되려 뮤지컬보다도 가볍게 느껴졌다.

어느 좋은 감독을 만났다면 이 좋은 스토리가 좀 더 묵직하고 스케일있게 만들 수 있었을 것같은 아쉬움이 남는다."
3.0,‘레베카’ 라는 이름이 주는 무게는 어디에 있나
1.5,2022 07 29
3.5,드 윈터 부인의 심리적 압박 극복기
3.0,뭘...말하려고 하는지 모르겠는 작품
3.0,"- 다소 싱겁게 끝나버린 리메이크

- 고딕멜로드라마에서 심리 스릴러로 변했다. 기술 발달로 표현의 폭이 넓어졌는데, 오히려 덜 드러냈을 때보다 임팩트가 약하다. 댄버스 부인의 영향력은 약해진 대신 '그녀'의 주체적인 캐릭터로의 변화과정을 더 부각했다.

22.06.26 넷플릭스"
2.5,별 내용이 없는것 같다… 기대 많았는데 좀 실망함 ㅠ
2.5,"실패했다, 하고 생각했다. 별 것도 없이 웅장한 척 하는 게 솔직히 조금 웃겼으니까."
3.5,흐음...
2.5,영상미 좋고 기본정보 없이 보기에 반전있는 스토리가  흥미로웠다.
3.0,그냥 배우들이랑 전체적인 분위기.. 배경 보는 게 즐거웠다 오히려 초중반이 재밌고.. 후반은 노잼.. 드라마로 만들었으면 더 좋았을듯함
2.5,색감 의상 풍경이 예술
3.5,스포일러가 있어요!! 보기
3.0,뮤지컬 봐보고싶다.
3.5,"배경이 너무 아름답다
마지막 장면이 띠용"
3.0,"뮤지컬 클립 영상만 보고 고용인이 왤케 마님한테 텃세 부려? 했는데 이런 내용이었구만. 궁금해서 영화로 봤다ㅋㅋ
영화는 미스테리가 고양되기도 전에 좀 싱겁게 밝혀지는 게 아쉬웠던 것 같음. 그래도 볼 만했다!"
4.0,겉만 번지르르하고 있어보인다고 미스터리가 완성되는건 아니다.
2.5,섹시하고 영상미 좋은 영화
2.0,"원작은 안봐서 비교불가
다른컬러를 못보여주는 릴리제임스 항상 맹해. 얘가 별 다 까먹음. 이런 스토리로 이렇게밖에 못하나. 긴장감이 전혀 없음.
2022.03.03"
2.0,어설픈 덧칠이 조져놓은 명작
3.5,이렇게 원작보다 단 하나도 나은 점이 없으면 도대체 리메이크를 왜 해야 하는가? 고용 창출?
3.0,6.54
2.0,추억을 향수처럼 담을 수 있다면
3.5,"걍...말이 안됨
황당해서 짜증이 남
색감은 굿"
4.0,"영화는 미스테리 스릴러 였는데 , 내게 남는건 두 주인공의 설레는 사랑장면으로 가득한 로맨스다. 왠지 레베카와 댄버스부인이 조금 내몰린거 같은 느낌.그들을 중심축에 두기엔 그렇다할 긴장감이 좀 없었다.  처음 사랑에 빠진 두사람의 해변 정사씬은 정말 셀렘의 극치 ...!"
1.0,"히치콕의 영화에서도 레베카가 이렇게 역겨운 존재였나?
흥미진진하게 봤다. 물론 릴리 제임스 덕분에"
3.5,"릴리제임스는 항상 남자에 미쳤고
크리스틴 스콧 토마스 매드페미니스트"
3.0,"릴리 제임스... 너무 완벽하다
서툼이 너무 잘 어울리는..."
4.0,"영화는 크게보면 3부로 나눌수 있을 것같다.
1. 주인공과 맥심과의 사랑
2. 주인공이 저택에서의 괴로움(따돌림)& 전부인(레베카)에 대한 의문
3. 전부인(레베카)에 대한 진실과 해결

내가 생각할 땐 3부를 위해서 1,2부를 깔아 뒀다고 생각하는데
나는 그 1,2부가 3부를 위한 설득에 그렇게 크게 작용한 거 같지않아서 좀 아쉬웠다.
굳이 그렇게 길었어야하나 싶었다. 1,2부는 나에게 지루했는데
3부부터 빡집중하고 봤었다. 오히려 이 부분을 더 강조하고 자세하게 풀었으면 좋았을텐데
취향따라 달랐겠지만 스릴러,추리를 좋아하는 나는 마지막 30분을 위해서 1시간 30분을 참으면서 본거 같다.
2021 12월 26일 넷플릭스"
3.5,"원하는대로 살고, 복수하고, 사랑하고. 됐다."
2.0,실제 뮤지컬도 보고싶다
3.0,"노 스릴
노 서스펜스
노 개연성
노 잼
이게 뭐냐ㅋㅋㅋ"
3.0,스포일러가 있어요!! 보기
3.0,"1940년작과 비교하며 보게됐다.
1) 의사의 진단서를 경찰들보다 먼저 찾아내려는 진취적인 여성의 모습을 보여준 것이 기억에 남는다. (40년작에서는 그 정도는 아니지만 그래도 적극적으로 맥심을 믿어주고 법정에도 따라가며 위기 상황에서 기지를 발휘해 쓰러지는 연기를 한다.)
2) 1940년작에서는 레베카가 맥심에게 맞은 후 쓰러지다가 머리를 부딪혀 죽고, 2020년작에서는 맥심의 총에 맞아 죽는다. 그래서 40년작에서는 맥심을 감싸주는 드 윈터 부인의 마음이 좀더 이해가 된 반면, 2020년작은 아무리 전 부인을 사랑하지 않았다는 사실이 안도된다 하더라도 살인자를 감싸주면 안된다고 생각했다.
3) 무엇보다 영화를 보면서 맥심, 부인, 레베카, 댄버스, 파벨 등 여러 인물들의 마음과 전체 흐름을 파악하기가 무언가 약간 밋밋하면서 와닿지 않았었다. 1940년작을 이어 보니 좀더 친절하게 풀어줘서 더 이해가 되었고, 그 점이 2020년작의 아쉬움으로 남는다.

2021.12.04 Netflix"
2.0,"- 장르는 로맨스릴러.
- 실제로 등장하진 않는 레베카를 중심으로 펼쳐지는 이야기.

- 그동안 한국 드라마에서 익히 봐왔던, 부잣집에 시집 온 새 며느리 bullying 하는 내용.

- “ 여자는 즐기면서 살면 안되는 거야? 나의 레베카는 마음껏 즐기는 삶을 사셨어. 그러니 남자가 죽이려 했지. “

영화만 봤을 때 레베카가 엄청나게 악한 사람이라고 생각되지 않았다. 걍 지 하고싶은대로 살아서 가정에 충실하지 못한 사람인 듯. 레베카가 전설의 악녀까진 아니잖아 솔직히.

(레베카가 어떻게 맥스랑 결혼하게 됐고 결혼 생활에 왜 불만을 갖게 됐는지, 왜 문란한 생활을 즐기게됐는지에 대해서는 아무 설명도 없고 그냥 나쁜짓만 늘어놓고 ‘레베카는 나쁜년이다’라는 의식으로 유도하는 점이 아쉬웠다 ㅜ)"
1.5,"책도 히치콕꺼도 안봤는데 무슨 느낌이냐면
휴대폰 하면서 같이 틀어놓는 유튜브 느낌

로맨스라기엔 사랑이 별로 없고
스릴러라기엔 스릴도 별로 없다"
3.0,연기는 모두 엉성하고 댄버스와 레베카의 관계성과 존재감이 너무 약하다
2.0,원작에 대한 정보 없이 보게 되어 그런지 원작에서 레베카가 살아있을때의 행적이 그려지는지 궁금하다. 본 영화만 본다면 레베카가 나쁜년인데 이런 스토리라인이면 이렇게 피상적이고 단면적인 캐릭터일리가 없을거같음. 캐스팅은 눈이 즐거운 캐스팅이었다. 크리스틴 스콧 토머스는 여전히 아름답고 연기 소름돋는다.
3.0,후반부에 잤는데 별로 안 아쉽다
2.5,스포일러가 있어요!! 보기
2.5,부재의 신화로 멋들어지게 출발해 평범한 치정극으로 전락했다. 남은 것은 맨덜리 저택의 아름다움뿐이다.
3.0,'레베카'라는 빈칸과 물음표.
3.5,210903 넷플릭스
2.0,뮤지컬때문에 대충 줄거리는 알고있었는데 그래도 재밌게 봤다. 후반으로 갈수록 뭔가 임팩트도없고 후루룩 지나가는거같아 아쉬웠지만 영상미 등 볼만했다.  다른사람들의 코멘트를 보고 히치콕의 원작도 한번 봐보고싶다.아 여배우도 이뻤다.
3.0,스포일러가 있어요!! 보기
3.5,"맥심새키.. 레베카는 역시 고전이 제 맛이군 ,,"
2.5,"영상미가 좋고, 사랑의 반전도 좋네."
3.0,"역시 내가 좋아하는 워킹타이틀의 풍!
-
사랑을 얻기 위한 사람들의 드라마"
4.0,보자마자 결말 까먹는 영화
3.0,노이로제 걸릴만 한 댄버스 부인의 레베카 앓이
3.0,소설과 히치콕 영화를 안본 입장에서 이 레베카를 상당히 재밌게 봤습니다. 역시 이 시기를 다룬 영화는 미장센이 너무 예뻐요. 뮤지컬도 꼭 보고 싶네요.
4.0,"색감이 너무너무너무다...
그치만 뮤지컬의 넘버가 생각나서인지 어딘가 아쉬운 리메이크 작"
3.0,개운치 못해..
3.0,"중반부까지 레베카에 대한 불쾌감.. 완벽한 사람을 대체해야하는 압박감ㅠ
근데 의외로 너무 해피엔딩?으로 잘끝나서ㅋㅋ 마음은 편해짐"
2.5,왜 사랑하는건지 모르겠다눙
2.5,뭔가 아쉬움.......
2.0,"속일거면 끝까지,
끝까지 속일거면.."
4.0,"ㅎㅎ 뮤지컬 레베카, 옥주현 언니의  '레베카ACT2' 넘버 한번 듣는 게 감동 면에서 효율적임."
2.0,200년을 살지언정 꽃을 피우지 못하는 선인장과 같은.
3.5,"영화가 끝나고 검색을 해보다가 알았다. 그 유명한 뮤지컬 <레베카>와 같은 작품이라니, 거기다 히치콕의 영화도 있다니. 옥댄버(옥주현)가 이 작품의 댄버스 부인이라니.

아미 해머는 완벽 캐스팅이었다. 나도 모르게 이 사람에게 끌리는 것을 발견했다. 물론 아미 해머 때문에 지금은 절대 다시 볼 수 없는 영화다. 평가를 찾아보니 원작과 비교하여 혹평을 받고 있는 듯 한데, 이 영화만 본 사람으로서는 나쁘지 않았다. 그러나 어쩌면 후에는 더 낮은 평점으로 재평가하게 될지도 모르겠다."
2.5,갑작스러운 엔딩이 당황스럽다.
2.5,애매하다. 히치콕 버전 보고 평가해야지.
2.5,세련되기 위해 뭉툭해진 서스펜스.
3.0,영상미는 좋았지만 뮤지컬만큼의 흡입력은 없었다.
1.5,"뮤지컬 보다 떨어지는 서스펜스. 댄버스 카리스마 다 떨어졌네.. 뮤지컬을 먼저 봐서 그런지 장면, 대사 마다 뮤지컬 넘버가 떠오른다"
2.5,노래가 없어 아쉬웠다.
2.5,"원작의 반도 못 미치는 서사
서스펜스도 레베카와 함께 심해로 가라앉은 듯 하다"
3.0,매우 매력적인 배우라고 생각했던 릴리 제임스가 여기서는 덜 매력적이었다. 배우기 아니라 영화를 탓한다.
3.0,뮤지컬보다 뛰어난 자원이지만 뮤지컬을 이기지 못했다ㅠ
1.0,"생각보다 비밀이 그렇게 막 엄청나고 그렇진 않은데...
영화가 잘 못살린건가"
2.0,"영화가 중후분까지 나를 따돌리고 혼자 나가더니 후반부가서 몰입되기 시작하니깐 끝이란다.
이런 발칙한것!"
2.5,영상미 벤틀리 맥심말고는 볼게 없던데요
3.0,히치콕의 레베카를 생각하면 아쉬움만 남을 뿐인 영화. 2020년에 굳이 이 작품을 리메이크 해야 했을까?
3.5,리메이크의 '성배'에 값싼 막걸리 쌀누룩만 둥둥.
3.0,반전이 약하다
2.0,#31
3.0,마성의 여자인줄 알았더니 그냥 썅X.
3.0,레베카가 느껴지지 않아
3.0,레베카 첫 감상이라 기준이 없어서 잘 모르겠다
3.5,영상은 예쁜데 역시 아무래도 아쉬워 뒤로 갈수록 더더더를 외치게 됨
2.0,벤 휘틀리 감독의 첫 '졸작'
2.0,킬링타임용
4.0,각본과 연출이 충돌하는 나쁜 각색물
2.0,"답답해서 5번을 껐다킴
남자 미련하고 멍청하고 진짜 짜증나 죽는 줄
신혼인 아내한테 왜 저런 지랄을 하는지
그리고 무슨 영환지 기억 안 나는데... 자꾸 어디서 본 듯한 느낌이 든다. 1940년버전이 잇다는 걸 알앗는데... 흑백으로 본 기억은 또 없긴 한데... 걍 흔한 클리셰인가 싶기도 하고.
★영화가 40분 남을 때까지 나는 암에 걸려 있었다★"
3.0,스포일러가 있어요!! 보기
3.0,막심을 개세게 한 대만 때릴 수 있다면……. 소설이나 뮤지컬에 비해 댄버스 부인의 비중이 없는 게 아쉽다.
2.0,뭐시여.. 이렇게 끝날리 없어...
3.0,쩝
2.5,부인을 너무 답답하게 그려서 재미도 흐려짐
2.0,"히치콕의 원작을 보자
소설 원작을 보자
이건..."
2.0,46
3.0,댄버스 부인의 존재감이 별로 안느껴진다
0.5,"미친 사람을 사랑한건지 미친 사람이 사랑한건지
레베카 나오길 기다리다 끝났다."
3.0,"""레베카"" 라는 그림자"
3.5,화질개선만 리메이크는 아니지. 원작만도 못한.
3.0,"보다보면 선악의 구분이 너무나 모호해져 혼란스럽다.
완전무결한 절대선이나 절대악은 없는 것 같다. 각자 자신이 처한 상황에서 최선이라고 믿는 선택을 하는 거겠지. 후회없는 선택이길 간절히 바라면서 말이다.

보고 난 뒤 누가 가장 잘못했는가? 혹은 누가 가장 안타까운가? 라는 질문을 던져보면 사람마다 생각이 다를 것 같다. (물론 인물들의 선택을 정당화하는 건 결코 아니다.)

그나저나 여주랑 남주 첫 데이트했던 정원이 너무 멋있었다. 코로나 종식되면 언젠가 꼭 가봐야지. (메모: Jardin Exotique in Monaco)"
3.0,눈이 호화로워지는 풍광과 광기
2.5,뮤지컬에대한 애정이 있어서 3점
3.0,레베카의 전율은 뮤지컬에서만
3.0,내 사랑 댄버스 어디갔어
4.0,"히치콕 레베카에서는 주연이 레베카였지만 이 레베카 영화의 주연은 이름도 나오지 않는 드 윈터부인이다.
주인공의 마지막에 눈빛은 너무 멋있고 매력있었다."
1.5,한 여자는 남자와 같은 자유분방한 삶을 살았고 다른 한여자는 남자를 지키기위한 삶을 산다. 예상이 되는 반전이긴 했지만 두시간이 지루하진 않았다.
2.5,아름다움과 서스펜스를 함께 즐길 수 있다는 것만으로도 할건 다 했다. 아쉬운 점들도 많지만 너무 뛰어난 원작을 탓해야 할.
2.0,홍철없는 홍철팀
3.0,스포일러가 있어요!! 보기
2.5,레베카를 댄버스로 읽는 나에게는 원작보다 아쉽게 느껴짐.
4.0,보이지 않는 레베카의 존재감을 찾으러 가야겠다
보고싶어요,"유명한 것에는 이유가 있지만, 그것을 다시 만들때는 그 이전의 만족감을 채우기는 어렵다. 는 느낌.
그것과 달리 색감은 매우 만족. 이 시국만 아니었다면 당장 뮤지컬 레베카를 예매하고 싶었던 영화."
3.5,악녀는 어디에도 없다
3.0,리메이크야? 그럼 함 봐줄게요
3.0,"뮤지컬  넘버로만 알고 있던 레베카와 맨덜리를 릴리 제임스, 아미 해머의 연기로 볼 수 있어서 좋았다. 과연 흥미로운 플롯이었다."
3.0,초반부의 아름다운 영상미가 좋았다. 다만 중반부터 결말까지의 전 과정에서 명작과의 비교는 숙명이다
4.0,"옥주현의 레베카도 봤고 밍밍한 이 영화도 봤으니
히치콕 영화를 볼까싶다."
4.0,레베카를 가상캐스팅하면 누구로 할까
2.5,"1. 상상의 여지가 다양하게 주어졌지만 댄버스부인은 명백하게 레베카와 진짜 연인 사이였던 것 같음. 레베카 분명히 댄버스부인 포함 시녀들이랑도 잘 놀았을 듯
2. 처음엔 드윈터부인, 그 다음엔 막심에게 몰입해서 그래서 레베카란 인간은 뭐 어떤 미친사람인거야 싶었다가 후반 20분쯤 남기고 '인생을 즐겼을 뿐인데 여자가 그랬더니 남자가 죽이려 들었다'는 댄버스부인의 일갈에 그런가...? 그러네...? 하는 생각이 들어버렸다;;
3. 레베카의 삶이 도덕적으로 잘못된 것은 틀림없지만 이세상에 얼마나 많은 혼외자식 키우는 아내와 뻔뻔한 남편이 등장하지만 그게 별로 중요하지도 않게 다뤄지는 작품들이 많은데 고작 바람기 있다고 살인을?
4. 이 영화를 보고 찜찜한 기분이 드는 것은 이 모든 사실을 비춤에 있어서 창작자가 어떤 생각을 했는지 잘 모르겠다는 느낌 때문인듯. 이 이야기를 쓴 사람은 레베카와 댄버스부인을 가엾게 여겼나? 드윈터부인은 앞으로 과연 정말 행복해질 수 있을 것인가? 여러모로 의뭉스러운 결말"
3.0,패션때문에 눈이 즐겁고 잘 생김에 또 눈이 즐거움.
3.0,뮤지컬은 정말 대단했었는데..
3.0,정작 레베카는 아무 잘못 없는 듯.
5.0,"원작 소설도 궁금하고 히치콕영화도궁금해짐. 배경,소품이 너무 예쁘다 저시대 느낌 넘 좋음ㅠ"
3.0,뮤지컬땜에 항상 궁금했는데 일단 내용을 알 수 있어서 그걸로도 오케이. 댄버스부인이 인상깊음.
2.5,지옥에서 온 양성애자
3.5,썸 탈 때 색감이 너무 예뻐서 그거만 기억에 남는다.
3.5,스포일러가 있어요!! 보기
3.0,"아미해머가 연기를 좀만 더 잘했어도......아쉽네...
난 히치콕 버전을 안봐서 그런가 걍 무난했다.
엉성한건 느껴짐... 개연성도 부족하고.
그래도 릴리 제임스 좋아ㅎㅎ"
3.5,아미 해머 목소리에 취하고 미장셴에 취하고
3.0,존나 지독한 사랑이다
1.5,"""깔끔한 스릴러지만 아쉬운 점도 확실해서, 무엇이 문제였을지 히치콕의 <레베카>를 한번 봐야겠다.""
깔끔하게 잘 만든 스릴러 작품이지만, 기대한 것보다는 조금 아쉬운 면도 있었다. 진실을 알 수 없는 상황에서 미묘한 긴장감을 이어가다가 후반부에 갑자기 새로운 국면으로 몰아치다 보니, 이야기가 자연스럽게 연결되지 못한 점이 아쉬웠다. 그리고 핵심 캐릭터 중 한 명인 댄버스 부인은 어떻게 받아들여야 하는 걸까 하는 생각도 들었다. 캐릭터의 분위기나 성격은 알겠지만 그 외의 정보가 너무 없었다.
이 작품에서 가장 좋았던 건 전체적인 색감, 가장 아쉬웠던 건 캐릭터의 활용이었다. 이 영화의 색감은 흑백으로 된 히치콕의 <레베카>에선 볼 수 없었던 장점이라고 할 수 있을 것이다. 반면에 댄버스 부인을 비롯한 캐릭터들을 더 입체적이고 매력적으로 그려낼 수 있지 않았을까 하는 건 아쉬운 점이다.
많은 사랑을 받은 히치콕의 <레베카>는 어떤 모습일까? 언제 한번 히치콕의 작품도 봐야겠다."
2.5,히치콕의 레베카를 정말 인상깊게 봐서 그런지 이 영화의 아쉬운 부분들이 계속 보인다
2.5,이렇게 만들면 욕먹지...
3.0,"뮤지컬 레베카는 본 적도 없으면서
옥댄버의 레베카 넘버는 자주 흥얼거린다.
그때는 몰랐지. 레베카라는 작품에
정작 레베카는 안 나온다는 것을.

배우들 잘생기고 예뻐, 영상미도 있어, 장르까지 미스터리.
내가 좋아할 만한 요소를 다 때려박았음에도 지루했다. 장르 설정이 잘못된 것 같은 게, 스릴은 느껴지지도 않을 뿐더러 미스터리인데 미스터리가 없고 로맨스인데 로맨스가 없다.

넷플릭스는 점점 영화를 못 만드는 것 같다."
1.5,밍숭맹숭
1.0,레베카 레베카 모두가 레베카를 찾지만 그녀의 존재감은 표면에서 허우적거리기만 한다 댄버스 부인의 광기어린 애정도 맥심이 진실을 털어놓는 순간도 무언가 5% 부족한 느낌
3.0,"그래 영상미는 좋았다 이거야,,,,,,, 근데 스토리 전개라 너무,,,,중후반까지 개답답 멍청하다가 갑자기 급발진 그리고 끝ㅋㅋㅋㅋㅋㅋ"
3.5,기승전 로맨스 ㄷㄷ
4.0,뮤지컬이랑 내용이 판박이인데 뮤지컬을 훨씬 재밌게 본 건 역시 음악의 힘일까. 그래도 영상으로만 구현할 수 있는 영상미와 릴리제임스와 아미해머의 케미는 좋았다.
2.5,"원작이 어떤지는 난 모르겠고 재밌게 봤다. 영상미가 예뻤다. 행복할땐 노란~ 불행할땐 푸른~

집에서 넷플"
3.0,물렁물렁해서 답답해죽겠지만 나는 비주얼에 너무 약해
3.0,"무엇을 말하고 싶은 걸까
사랑? 질투? 반전?
2020.11.22"
1.5,20.11.23
4.5,넷플릭스스럽다란 장단의 표본.
1.5,히치콕이 왜 명장인지를 알려주는 영화
3.5,201121넷플 4직품중 최신 레베카
3.5,차라리 뮤지컬 영화를 만들어줘..
2.5,지루하지만 원작 레베카를 잘 표현한 작품
2.5,"스릴러에서 갑자기 법정물로....?
더 무서울 수 있었는데, 놓치고 가버린 느낌이다."
2.0,"원작이 워낙에 재미없을 수 없는 작품이어서 그나마 이정도..
2020.11.19."
2.5,스포일러가 있어요!! 보기
2.5,히치콕의 것과 비교하지 않을 수 없고 역시 히치콕이다.
3.0,"오지는 스토리
그렇지 못한 연출"
3.0,2020.11.18
3.5,"릴리제임스에게 1점 더 드림.
전체적으로 나쁘진 않고 몰입감있게 보긴 했지만 스토리는 허술하고 연출도  미적지근하다.
알고보니 리메이크작이라는데 이제서야 좀 허술한 것도 이해가 된다. 원작에 별 추억이 없어 아쉽.
아미해머는 참 고급지게 잘생겼다. 등빨도 좋아서 아이캔디로 재밌었다!!"
3.0,"이렇게 다양한 장르에 드라마라니.
흥미진진한 시나리오. 영리한 플랫 구성.
이야기에 비해 부진한 연출은 아쉽지만..
원작이 너무나도 궁금하다.
배역이 안어울리는건 나뿐만인가.."
2.0,보이지도 않는 작은 틈이 오히려 거대한 이미지를 불러일으킨다.
3.0,히치콕의 원작을 따라갈수 없다
3.0,긴장감 성장 재미 모두 있다가 말아버린 느낌
2.5,순수하고 아무것도 몰라요 였던 ‘나’의 표정이 단단해지까지 보는게.. 느므 지루했다😅
3.5,남자를 소유하게 됐을때의 그녀의 표정이 레베카스럽다.
2.0,"여주가 너무 심하게 주눅든 컨셉이어서 답답짜증났음

영화 자체는 분위기 있어 보이려고 애썼다"
3.0,음~! 재밌다~!
4.0,이 정도면 감독의 태업 아닌가 싶다.
3.0,댄버스 레베카만 남음
5.0,불쌍한 드원터와 플레이걸 레베카
2.5,음... 원작까지 보고 다시 판단하겠다.
3.0,"와,.,와...,.,..와....wa.....👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻"
2.0,화려한 영상을 빼고는 80년전 그것 보다 나은 점을 찾기 힘들다. 괜히 거장의 걸작이 아닌듯. 다시 찾아 봐야겠다는 마음 뿐
2.5,모르고 보았다면 나았을까?
2.0,걍 욕할 것도 없고 칭찬할 것도 없는...그런...영화
2.5,"처음에는 흥미진진하게 보다가
후반부로 갈수록.. 졸리기 시작한다.."
3.0,영상미는 훌륭한데 그게 다인 영화. 스산하고 무섭진 않고 그냥 등장인물들이 다 비호감이다.  그냥 54년작 레베카 보세요.
3.0,댄버스 부인의 미스테리함과 섬찟함은 증발하고 그저그런 로맨스릴러가 되었다 차라리 히치콕의 흑백버전 레베카를 한 번 더 보는게 낫다
2.5,"추억을 향수처럼 병에 담을 수 있다면 어떨까?
아무 때나 열어볼 수 있게.
그럼 그 순간을 그대로 느낄 수 있을텐데."
4.0,댄버드 미친년
2.5,스포일러가 있어요!! 보기
4.0,군침이 싹도노
3.5,장르 변경
3.0,히치콕의 레베카 아직 안봐서 그런지 난 좋았슴
3.0,스포일러가 있어요!! 보기
4.5,성실하게 따라갔음에도 몇가지 아쉬운 연출. 쓸데없는 부사들이 붙어 원작의 담백함이 사라진 느낌. 초반 30분의 로맨스 시퀀스는 매력적이었다.
2.5,앞이 예상되는 전개라 그런지 좀 지루한 느낌이었다...
