평점,리뷰
보고싶어요,"2024.10.01. 조조 9:20
다크하고 자극적일거 같아서 아침에 잠도 못자 피곤하고 비도 오는데 나중으로 연기하려다 그냥 가서봄. 국시앞두고 어제 오후에 커버넌트도 보고.

와킨 피닉스의 디테일한 연기 엄청나다ㅜㅜ 눈빛은 말해뭐해고 등뼈나 어깨나 노래하는 목소리나.. 이마나 눈옆주름(crow’s feet)까지. 말투나 자세나 몸짓은 그렇다치고, 체격이나 노래할때 목소리힘을 통해 연기하는데 퍼포먼스/슈팅 이전의 준비기간 자체도 연기(액팅)에 들어가는구나 싶었다.

끝났을때 느낀 3.5에서 지난 <조커1> 영화평(은 아니고 감상) 내가 쓴거 다시 읽고나니 또 반개 더줌.
이걸 이렇게 풀다니.
각 시퀀스 씹고물고뜯고되새김질 하고싶지만 그런 단계는 졸업했으니.

그리고 음악영화는 관대한데(아그럼 4.5정도될듯),
보통 노래도 뮤지컬영화는(뮤컬 좋아함에도 불구하고) 가사에 집중하느라 멜로디퀄이 별로던데, 이 영화는 노래가 괜찮았다. 다만 카펜터스의 클로즈투유는 너무 유명한 익숙멜로디라 몰입을 좀 깼는데..
여하튼 대부분 넘버들이 너무 기괴하지는 않지만 다크한 편곡으로 절제하면서도 적절했다. 발성은 약간 티모시샬라메도 생각나서 요새 뮤컬 트렌드는 이건가 싶기도.

영웅이나 유명인 뿐만 아니라 빌런도 마이크로스코프로 가까이 다가가면(too close) 비극에 찌질. 우리와 다르지 않다. 슬픔을 박장대소로 표현하고 불안을 줄담배로 완화하려는 겉모습은 적당히 가까운 거리에서 볼 때 보인다. 조커라는 인간은 무엇인가 에 대한 질문으로 시작한 영화같다.

아서의 내면을 묘사하면서도 동시에 타인들이 어떻게 볼지 타인들의 머릿 속의 조커라는 환상과 기대를 객관화하는데 성공한 영화. 특히 법정에서 자기변호하면서 자기파괴하는 딜레마 상황이 너무 좋았다. 그리고 법원 날라갈때도 충격받은 초반에는 데우스엑스마키나냐 싶었는데(A24라면 그럴지도) 잠시 어리둥절할 시간을 준 것도 아서의 입장이라 좋았다(마치 치매노인의 입장에서 상황을 보여주는 식으로). 추종자들을 피해 달아나는 판단도 좋았다. 피닉스의 조커는 그런 아서가 아니었던 것.

그리고 마스크/분장, 코미디/연기, 무대와 법정, 인터뷰와 티비, sig other라고 생각했던 할리 퀸젤은 그루피에 다름아님을(저 아래 추종남들과 같이), 영화는 정체성과 페르소나를 영화(극)라는 구조속에서 메타적으로 끊임없이 보여주는데, 특히 지난 영화가 멋졌다고 한 의견과 거지같았다고 하는 법원에서의 청중 코멘트(현실세계)와 함께, 뮤지컬 스타일로 구분한 환상도 형식미로도 현실세계에서도 잘 어우러졌다.

우리가 가진건 환상뿐이라는 가가의 말이 슬픈데, 할리가 극 내부에서 캐릭터 빌덥이 안되서 리의 말로 안들렸고 가가의 말로 들렸다.

결론: 평면적인 코믹스의 미칭개이악당을 입체적으로, 인간의 찌질함을 잘 보여주는 와킨 너무 멋있다. 아이러니하네. 아니 찌질한 게 아니라 파토스적인 음.. 전편과 지속되는 혼란과 혼돈에서.. 캐릭이 아까우니 할리퀸도 영화화해달라.. 여성감독으로.. (*)
그리고 <조커1>만 추앙하지말고 꼭 <폴리 아 되>와 묶어서 팔아라

농담이란 무엇인가 유머란 무엇인가 광대란 무엇인가
(*) 엄마가 강아지라면 환장하잖니 라는 농담에서.. 개새끼들의 피해자가 선택권이 없다는 걸 어린 아들은 모르는데, 범죄자를 사회구조의 피해자로 묘사했으면.. (하지만 거의모든 가해자는 본인이 먼저 피해입었다 생각하고 억울해하며 사적처벌한다) 이 작품에서의 조커가 싸패가 아닌 걸, 반성하는 빌런을 보기 싫어하는 마음의 저변은 어떤 걸까. 베테랑2(를 감상한)와 이어지는 마음인가."
보고싶어요,그만해라
2.5,전작에서의 인간 아서를 극찬하면서도 광대 마스크를 쓰고 속편을 기대하던 나에게 뒷통수 한 방 / 음악을 타고 아서 머릿속을 대탐험. 아서가 웃으면 나도 좋아
2.5,미친 역대 최고의 영화
보고싶어요,"조커이기를 거부한 아서 플렉은 얼마나 보잘것없는 사람이었나.
고담 시민들에게도, 영화 관람객들에게도..."
3.0,조커적 사고 기대합니다
4.5,"조커가되,"
4.5,(그나마)우발적인 일로 인한 상승 같은 낙하에서 자발적인 급변으로 인해 모두한테 버림 받으며 진정한 추락으로.
2.0,수능 잘 마치고 보자
4.0,뮤지컬이라 걱정이 많았지만 예고편을 보고 그 생각이 싹 사라지는 줄알았으나 평을 보니 후회가 밑몰아쳐온다.
2.0,개봉 예정일: 2024. 10. 4
1.5,저는 레이디 가가가 너무 좋아용
4.5,"브로드웨이 뮤지컬식 구성을 띔에도 이전 영화의 무거운 분위기와 톤을 안잊는 점은 좋은데 그러다보니 잘 쌓아놓은 인물들이 너무 가볍고 평면적으로 변했다. 하지만 뮤지컬장르가 문제될건 없다고 보는데, 다보고 곰곰이 생각해보면 궁극적인 문제는 애초에 스토리상 인물들의 극적인 변화가 없었던거... 기대했던 할리퀸도 조커도 주변인물들도 방향성이 참 애매하기만함.
# 우리가 원하던 카타르시스를 충분히 보여줄 순간은 많았지만 의도적으로 안보여주며 역으로 메세지를 전달하려 했지만 누가 이런 엔딩을 좋아할지...예술영화도 아닐뿐더러
# 아무리 배우 연기로 캐리를 해도 뮤지컬씬 하나 더 넣고자 고집부린게 인물들을 오히려 가볍게 만든 독으로 작용한 셈
# 결국 이좋은 세팅을 가지고 둘의 사랑이야기도, 조커의 부활도, 아서의 진심도, 할리퀸의 캐릭터도 모두 맥을 못잡고 못 보여줬다는게 참 아쉬울 뿐이다."
3.5,🥠
3.5,"조커: 폴리 아 듀 Folie a deux
기대 💰💰💰💰👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻🤯🤯🤯"
1.0,조커와 아서 플렉 사이에서 갈 길을 잃은 모두들
3.5,"몰아치듯 휘감기는 변주와 감정의 압도적 끌림 사이, 피어난 두 곡조는 비의적인 것이 아니었다."
3.0,'조커임을 부정하는 아서에게 실망한 군중'에게 '너희가 그 조커다'라고 비웃는 토드 필립스
3.5,스포일러가 있어요!! 보기
2.0,추앙한다는 모습에대하여
3.5,그들의 사랑이야기가 납득이 가는가? 잘 모르겠다. 정신병자들의 이야기일지라도 주인공 입장에서 이입하게 되는게 '영화'라고 생각한다. 이번에는 그랬던 것 같지 않다. 뜬금없이 뮤지컬영화로 만든 것도 아쉬움.
4.0,나는 조커의 첫사랑이 궁금한게 아니야...
3.0,스포일러가 있어요!! 보기
3.5,"게리와 리키가 마음에 걸린 아서는
리가 쏜 총탄에 기꺼이 몸을 맡겼다.
아서가 더 이상 순교자가 되지 않고
조용한 자유를 찾기를 바래보았다."
4.5,감독이 전달하려는 메세지는 또렷한 편
3.5,"조커1에 대한 사랑과 의리로 별 한개 채움
할리퀸의 똘끼력 기대만빵이였는데
두번째 노래 나오는 순간 그냥 다른 생각만 함"
2.5,"일단 감정적으로 기대했던 카타르시스가 있었기 때문에 아쉬웠다. 하지만 이성적으로 생각해보니 기존과는 전혀 다른 신선하고도 현실적인 조커라는 점, 와킨 피닉스의 조커와 상당히 잘 어울리는 플롯이라는 점에서 박수를 쳐주고 싶어졌다.

2편을 보고 난 관객의 반응까지도 영화 속 할리나 추종자들의 모습으로 예견한거 같아 조커에 빙의한 감독에게 조롱당하는 느낌이 들기도 했는데, 동일한 시선에서 1, 2편 전체가 (혼자만 웃긴)조커의 거대한 조크 같았다.

감정적으로는 아쉽지만, 머리로는 이해가 되는 2편이었다...지만 1편으로 정화해야지"
4.5,노래좀그만쳐해라
1.0,"환상을 잃으면 인간이 되는 악인
그 환상에 열광하고, 본인은 파멸한다.
파멸하지 않으면 아무것도 얻지 못하는 아이러니.

이럴거면 1편에서 왜그랬어…

아서플렉의 인간적인 모습은 그를 사랑하는 모두가, 심지어 본인조차 보기 싫어서 광대가면을 쓰고, 리는 그를 버려버린다. 상처받은 인간은 어디서 위로를 얻어야 하는 것일까

전반적으로 매우 씁쓸한 영화였다.
초반연출은 매우 훌륭했지만 너무 많은 뮤지컬이 몰입을 방해하는데, 이건 조커에대한 과몰입을 방지하기 위해 일부러 그런 듯 싶다.
1편에서 조커에 대한 지나친 추앙이 경계괸 까닭일지도 모르겠다."
3.5,"진짜 오랜만에 극장에서 본
개노잼 영화!"
1.5,조커로 다시 태어나기를 바라는 관객의 마음도 영화의 일부.
4.0,조커 3를 위한 완벽한 초석
3.5,1편의 후광 뒤에서의 변신의 의문점.
4.0,대중을 향한 통렬한 비판과 그 안에서 분출하는 감독의 연출적 욕망
3.0,"‘아서 플렉‘의 페르소나 아래, 피부의 작은 주름까지도 이해한 사람들이 만들어 낸 영화."
4.0,조커에 대한 판타지를 모조리 깨부수는 지독한 농담
2.5,"노래 좀 그만
제목은 아서플렉으로"
4.5,스포일러가 있어요!! 보기
4.5,스포일러가 있어요!! 보기
4.0,‘조커’에서 ‘아서 플랙’이 되기까지의 과정은 아무도 주목하지 않았다. 사람들이 원하는 건 오직 ‘조커’뿐이다.
3.5,"전작에서는 아서가 조커가 되는 과정이었다면
후편은 조커가 다시 아서가 되는 내용인데
나는 후편에서 조커와 아서 모두 그의 페르소나이며 사실 진정한 자신을 온전히 사랑해줄 그 누구도 없다는 종말 같이 그려진 점이 좋았다
다만 진지하게 호아킨피닉스 연기력으로 그의 심리에 빠질만하면 초를 치고 등장하는 노래장면이 너무 많아 몰입에 방해가 도를 넘었음"
3.5,스포일러가 있어요!! 보기
4.5,"조커를 응원하는 사람은 많지만,
아서를 응원하는 사람은 없었다…
화려하고 자극적인 조커 뒤에 숨겨진 진짜 아서를 응원하고싶어졌다."
2.0,"전편을 부정하는 후편.
아서 플렉의 몸부림치는 내면과 그가 공유당해야만 했던 것들, 그가 연기해야 했던 것들을 노래하는.
영화를 보고 나오는 관객의 반응들이, 영화 속 대중의 모습과 닮았다는 생각을 했다.
결국, 그곳에 조커는 없다."
4.0,보는 내내 목구녕까지 차올랐던 말을 아서가 내뱉는 순간에도 답답함이 해소되지 않았다
4.5,"영화의 완성도는 좋았다. 조커는 떠밀려서 만들어졌다는 1편의 내용을 잘 이어나갔다. 노래 부르는 건 별 문제 아니다. 단순한 뮤지컬 영화가 아닌, 노래는 표현과 상상의 수단일 뿐이다. 마지막에 할리의 입을 막는 것으로 완전하게 표현됐다.

그치만 아서가 조커임을 포기하게 되는 계기에 대한 임팩트가 부족했다. 할리퀸에게 가스라이팅 당한 긴 서사 대비 포기가 너무 순식간이다. 그래서 별 반 개를 뺐다.

영화를 보다가 이 영화에 할리퀸 역할을 다른 사람이 소화할 수 있을까? 라는 생각이 들었다. 레이디 가가 본래의 케릭터가 영화에 너무 표현됐다는 느낌이 들었다. 뮤지컬이라 어쩔 수 없었을 수 있다. 그러나 나는 이런 식의 ‘배우의 이미지’를 이용한 영화를 좋게만 보진 않는다. 그래서 별 반개를 뺐다."
5.0,몰입이 안된다
3.5,"조커의 환상은 부서져야 하는 게 옳지만,
아서의 현실은 지켜져야 해. 아서를 안아주고 싶다."
3.0,"뮤지컬, 조커의 내면으로 들어갈 수 있는 최적의 장치"
3.0,제묵이 조커가 아닌 아서 플렉이었다면 완벽했을 것 같다! 난 좋았심~
1.5,리 진짜 미친뇬인가바
2.0,우리가 열광했던 것은 '조커'인가 그 안에 있는 '아서 플렉'인가.
5.0,남이 하는 혐오는 결국 자기혐오가 되
2.5,"조커보러 가야한다고
피클볼 2시간만 한다면서
사실 나 조커 안좋아한다며
…
티켓 버리고 4시간동안
피클볼 치는 노아
제법 우리는 친구"
2.0,"현실과 환상 그리고 진실, 세 번의 입맞춤을 끔찍하고 아름답게 해낸 아서(왓킨 피닉스)."
2.5,스포일러가 있어요!! 보기
4.0,스포일러가 있어요!! 보기
3.0,음악을 전면에 내세우자 영화 전체의 리듬이 망가지는 모순을 도저히 포용할 수가 없다.
3.5,"환상 속에 갇혀있어도 불안하고, 환상으로부터 깨어나도 환영받지 못한다는 비극."
4.0,시인의 존재론적 불안
3.5,스포일러가 있어요!! 보기
3.5,조커라는 환상과 함께 맥없이 사라진 이야기들.
3.0,스포일러가 있어요!! 보기
2.5,조바오야 가지마..
3.5,세상에서 가장 매력적인 캐릭터를 가장 재미없는 캐릭터로 전략시키는 것도 능력이다
4.5,"노래 부르는것 까진 내면을 시각화 한다는것에 의의를 두면서 볼수있을것 같은데 빈도가 너무 많았다..

나중엔 첫소절 부르려고 입 떼자마자 또 부르나 싶을 정도로 넘 많음

러닝타임에 비해 전개가 너무 느려서..

밝은 느낌의 발리우드 영화나 보헤미안 랩소디처럼 대놓고 노래 들어가는 영화들보다도 노래횟수가 많으니 보는데 좀 피곤한느낌

배경도 교도소가 대다수여서 좀 답답한 느낌이 없지않아 있었다"
4.5,"1편보다 나았지만 여전히 난,,조커 취향이 아닌가봐,,"
3.5,"조커의 폭력에 카타르시스를 느끼며 불쾌해했던 내가 또다른 폭력을 기대하고 있었다
나도 할리와 다를바 없었고 조커를 추앙하는 사람들과 다를바가 없었다
어쩌면 우리가 아서를 죽인 것은 아닐까"
3.5,"확장되는 망상, 우상의 소멸"
3.0,2시간이 넘도록 질주하는 두명의 광기서린 댄스
3.5,"영화는 조커를 좋아하는 사람들에게 따끔하게 전한다. 당신들은 조커가 될 수 없어. ‘리’일 뿐이야.

조명 아래에 선 사람에게는 피 한방울 까지 컨텐츠일 뿐이다. 아서플렉을 안아준 사람은 한 명도 없다."
1.0,"지렁이도 밟으면 꿈틀한다고 했다.
짓밟혀 꿈틀거리는 지렁이를 보았다.
혹시 용은 아닐까 날아보라고 하늘 위로 던졌다
떨어져죽었다."
3.5,조커를 보러왔다가 (노래하는) 아서 플렉을 보고 실망한 관객들
3.0,환상이 깨졌을때.
2.0,데우스 엑스 마키나
3.5,"초반에 뮤지컬적 요소들은 괜찮았는데 뒤로 갈수록 진지하게 풀어내야할때 노래가 나와서 ,,, 내용 전달이 끊김
그걸 의도한 것 같기도 하고

시위대(영화관람자?)가 원했던건 조커지만
영화가 조커가 말하고 싶은던건 아서플렉

첫 10분간 호아킨 피닉스는 몸짓과 표정 하나 하나의 연기가 👍

기대했던 영환데
평이 안좋아서 기대감 바닥으로 봄
그래서 생각보단 볼만했다"
3.0,조커가 되기를 강요받은 남자는 끝끝내 자신의 의무를 저버린다. 둘이 함께하는 달콤한 망상을 지나서야.
2.0,스포일러가 있어요!! 보기
3.0,"보는 이유: 정체성을 되찾기 위한 발버둥을 훌륭하게 표현
안보는 이유: 대사가 나와야 할 것 같은 부분에서도 노래를 한다

결국 모두가 신기루를 좇고 있었던 것이다.

조커라는 캐릭터는 그저 아서 플렉이 정체성 혼란을 느끼며 만들어진 그림자.
아서가 가졌다고 생각한 모든 명예와 자유는 대중이 만들어 낸 환상.

아서의 인생에서의 모든 것이 자유의지대로 되지 않았고 기껏 손에 넣었다 생각한 자유와 명예 또한 진정한 자유와는 거리가 멀었다. 영화를 본 뒤 허무함이 크게 느껴졌던 것은 이때문일 것이다
/
자유와 사랑 모두 가진(가졌다고 생각한) 조커의 해방감과 행복감을 무대 위의 뮤지컬로 표현한 것은 개인적으로 너무 좋았다. 처음 연애할 때 딱 저런 기분이었는데.. 오로지 너와 나만 존재하는 무대가 돼.
그 기쁨을 느꼈기 때문에 절망감을 노래하는 부분에서도 크게 감정이 요동쳤던 것 같다.

조커 1을 보고 '그냥 정신병 범죄자 아냐....? 이게 뭐라고 영화까지?'라고 생각한 나도 '아서 플렉'을 들여다보게 되며 연민 비슷한 것을 느꼈다.(인생이 참 기구하다)

스크린 너머에서 보고 있음에도 사람이 정신적으로 고통받는 것을 보는 것은 힘들었다
그러나 그 사람의 인생을 마치 가까이서 본 것같은 느낌을 들게 하는 것은 멋진 경험이었다"
3.0,결국 그에게서 아서 플렉을 본 사람은 없었던 것이다.
2.5,아빠 일어나!!!
4.0,"여전히 끝내주는 영상미...
영화의 특성상 주인공에게 이입하는 건 너무나도 쉽지만 이런 인물과 함께라면 가끔은 좀 어려운 길도 걸어봅시다"
1.5,결국은 모두 꿈이었다.
4.5,이런 분위기의 영화가 뮤지컬과 어울릴줄이야
3.0,상상은 살떨리게 무섭고 현실은 허무하다
2.0,"호아킨에게 별하나
감정 표현에 별하나

호흡이 길어서 답답했는데 이또한 계산된거겠지"
3.5,그는 조커도 아서도 아닌 자유를 원했다
0.5,"노래좀그만해,,,"
4.0,There is no joker
4.5,"잔잔히 돌아버린 공포영화였어. 중반까진.
미장셴, 노래, 연기 다 완벽했는데.. 전개가??? 싸대기 맞은기분임.
빤쓰런 감독 잡아라~~~~"
3.5,한식을 잘한다는 미슐랭 식당에 갔는데 파스타가 나왔다. 잘 먹긴 했지만 실망감은 감출 수 없었다
3.0,귀가 너무 아프다.
4.5,꿈꾸는 자는 노래한다. 지나간 영웅을 위해 노래한다. 그것이 존재했는지는 우리에게 중요치 않다.
3.5,"죽어 마땅한 자는 없지만
욕 먹어 마땅한 영화는 있는 것 같다…"
3.0,오늘 샤워하는데 내 긴 머리가 유난히 조커처럼 느껴져 슬픔으로 다가왔다.
3.0,스포일러가 있어요!! 보기
3.5,"뮤지컬 형식이라 일단 비호감 한 스푼.
전 편과 이어지는건 크게 없어서 비호감 한 스푼.
각성하는 조커가 아니어서 비호감 한 스푼.
노래대결 온 듯 노래만 해대는 두 주인공에 비호감 두 스푼.
조커가 사랑때문에 자기반성한다는 점에서 비호감 한 스푼.
비호감으로 양념된 영화.
이럴거면 제발 속편을 만들지마라."
3.5,스포일러가 있어요!! 보기
2.5,"투 머치
어쩌라는 건지"
4.0,화려한 망상과 그림자를 뒤로 하고 가장 보잘 것 없는 나 자신을 마주하는 일의 두려움
4.5,"광기를 추앙하느라 슬픔에 연민하지 못하는 자들을 향해. 오, 우리의 폴리 아 플뤼지외(folie a plusieurs)."
1.5,배트맨 없는 조커
3.5,호아킨과 가가가 노래를 부르고 있음에도 그만 듣고 싶다는 생각 뿐.
2.5,2024-17
3.5,"대사대신 음악, 연기가너무좋았음"
4.0,스포일러가 있어요!! 보기
3.0,노래는 그만하고 대답을 해줘
3.5,스포일러가 있어요!! 보기
4.0,관객이 원하는 결말까지 보여줬으면 +0.5는 가능했을듯…
2.5,스포일러가 있어요!! 보기
4.5,부자연스러움 속 자연스러움에서 피어나는 2명의 맺고 끊음
2.0,"내가 그려 온 너가 아니라면,
너는 나의 너일 수 없다"
3.0,좀 버겁다
2.0,아서 플렉이 조커가 되면서 내려왔던 계단을 조커가 아서플렉이 되기 위해 올라간다
1.5,"인도 스타일 법정 스릴러 드라마
영화속 관객(고담시민)도 영화밖 관객(나)도
아서가 아닌 조커를 원한다"
4.5,"난 몇 마디의 말과 몇 번의 손짓에
또 몇 개의 표정과 흐르는 마음에
울고 웃는 그런 나약한 인간일 뿐인데
대체 내게서 뭐를 더 바라나요
내가 줄 수 있는 것 그 이상을
줄 수 없음에 미안해해야 하는 건 이제 그만둘래요"
2.5,아서 플렉의 가장 아름다웠던 결말
1.0,"사람들이 원하는걸 보여주지 않았음에도 재미는 있었던 영화. 그러나 뮤지컬이라는 장르에 대한 이해와 역량의 부족이 감독의 과욕을 덮기엔.. “사람들은 절망에 빠질때 광기에 의존한다”는 메시지는 좋았지만, 관객들도 설득 못시키는 상황에 이게 무슨 소용이겠는가."
3.0,계속되는 환기에도 이어지는 몰입
3.0,깽판 치는 조커가 아니어도 조커로서 좋은 작품일 수 있구나
4.0,홀려 야 되
3.0,"조커 아니면 조빱
둘 중 하나만 해"
2.0,미국 대선의 눈치를 보는 제작사과 감독의 줄다리기.
1.5,준코: 불러 야 되
3.0,"영화 한 편을 전편에 대한 해명만으로 가득 채운건 난생 처음 본다. 이정도면 황금사자상 반납 퍼포먼스라도 해야되는거 아닌가.

<조커>는 '아서 플렉'이 학대와 방치로 인한 분노로 불거진 존재인지, 아니면 그 배경을 단지 둘렀을 뿐인 쾌락살인마인지 끝내 밝히지 않고 영화를 끝냈다. 화면의 암부와 과잉된 음악으로 관계성을 숨기는데 급급하고, '머레이'가 살해된 시점 이후 아서를 비추지 않고 집단 시위 클라이맥스로 카메라를 돌렸다.

<폴리 아 되>는 영화가 시작하자마자 애니메이션을 통해 골자를 드러낸다. 아서와 조커를 완전히 분리된 인격으로 나타낸 것이다. 길고 긴 재판 장명을 거쳐 아서는 난쟁이 '개리'를 친절히 대해줬던 선량한 피해자로, 조커는 정신병적으로 발현된 또다른 자아로 판명된다. 여기에는 두가지 문제가 있다. 우선 너무 간편한 선택이다. 조커의 악행을 전부 발작 증세로 치부함으로써 <조커>에서 모호하게 처리한 것들이 결국 감독이 악에 대한 일말의 탐구조차 하지 않은 결과물이었다고 시인한 셈이다. 그리고 상당히 직관적인 결론이 영화 시작부터 나와버리니 이후의 러닝타임이 한없이 따분하다.

이쯤되니 뮤지컬 형식 차용 배경이 참으로 투명하게 보인다. 아서의 디테일한 감정선과 '할리'와의 케미를 정공법으로 보여줄 자신이 없으니 아서의 망상장애를 핑계삼아 환상 씬을 뮤지컬 형식으로 처리한 것이다. 그래서 ""노래 그만하고 말로 해""라는 대사가 감독의 메타인지를 보여준 것이나 다름없다. 아서가 최후 고해성사를 할 때 난데없이 폭발 테러가 일어나며 본질을 흐리는 선택도 같은 맥락이기에 딱히 화가 나지도 않았다.

<조커>는 결코 급진적이거나 파격적이지 않고 상투적인 상징과 도식을 버무려 기만적인 흥분을 유발하는 영화인 반면, <폴리 아 되>는 똑같이 안일한 방법론을 사용하되 전편의 그 인위적인 흥분을 다시 수거하며 반성을 유도한다. 혼자 북치고 장구치는 꼴이 어처구니없지만 차라리 <폴리 아 되>가 낫다고 생각하는 이유는, 영화 스스로의 반동주의를 위장하고 부인하는 <조커>에 비해 더욱 순진하게 그것을 드러내기 때문이다. 사회에 덜 해악적이다."
3.0,"영화 그 자체로는 좋을지 모르나 DC의 조커라는 이름을 달고 그 조커 영화의 후속작이라는게 문제인 영화.

예술할거면 dc조커라고 하지나 말지 왜 사람 비행기 태우고 하이잭하냐"
4.5,"138분간의 처절한 러브 발라드
우린 아서 플렉에게 비겁하다고,
리 퀸젤에게 잔인하다고 말할 수 있는가."
3.0,"공들여 쌓은 탑을 공들여서 산산조각 냈다. 고담도 나도 바라지 않았으나, 그 철거에는 그래도 최대한의 예우가 있었다"
2.5,마지막에 아서가 할리의 입을 막으며 이제 노래하지말라고 할 때가 제일 재밌었다….
3.5,"왜 사람들은 조커라는 상징에만 열광하고, 아서 플렉이란 인간에 대해선 알려하지 않을까?"
3.5,"뮤지컬요소 새롭지만 몰입이 깨지는 건 어쩔 수가 없나보다. 교도소 면회 장면에서 할리가 그리는 조커입에 맞춰지는 아서플렉, 재판에서 자기를 직접 변호하는 아서플렉 다 인상깊었다 조커가 아닌 아서플렉만의 이야기
“이제 노래 부르기 싫어, 그러지마”"
5.0,음악으로 아서 플렉 이해하기
4.0,아서 플렉의 성찰극. 즐길 거리는 있으나 적재적소에 쓰이지 못한 뮤지컬 요소와 소모용 등장인물들에 대한 아쉬움을 남긴다.
4.0,스포일러가 있어요!! 보기
4.0,노잼 ㅜ 지루햇음
3.5,"혼란한 세계의 원리에 있어 스스로가 주인이 되기를 원한다면, 그 원리가 본인을 집어삼키는게 숙명이라는 것도 느껴왔어야 할테다. 일순의 쾌락이 반복의 권태를 순리로서 이길수 없으므로, 쇼는 종말을 이루기 전부터 무료하다."
4.5,뮤지컬을 빼는게 더 이해가 잘되는데
2.5,스포일러가 있어요!! 보기
3.5,조커: 플리 아 두시간 (feat. 할리 퀸)
3.0,"선행된 뮤지컬 장면에, 나머지를 끼워맞추는 듯한 지치는 레이스."
4.0,"평이 너무 안좋아서 아무 기대없이 봤는데 생각보다 나쁘지 않았다.
조커가 아닌 아서로서는 결국 아무에게도 사랑받지 못하는구나 싶어 씁쓸한 기분이 들었다."
4.0,결국 아서를 좋아했던 건 아무도 없었다
0.5,재치있는 2편을 내는법
2.5,연인에게까지 조커로 남아야 했던
2.5,"아서 플렉이어야만 했고, 뮤지컬이어야만 했던 희극"
4.0,"내 죽음이 내 삶보다 더 가취있기를.. (조커1 대사 중)
I just hope my death makes more cents than my life

조커1의 감정을 그대로 이어나가면서도
망상에 좀 더 치우친 듯한, 난 충분히 좋았다!

2편에서는 1편에서 쌓아올린 조커서사의 흐름을 부정하고 아서플렉에 집중하라는 의미다라는 해석도 봤는데 그것도 수긍은 가지만
무슨 평에 치우치면 느낀바가 애매해지니까 본인이 영화를 보고 느낀 것들을 그대로 가져가면 좋을 거 같다.

호아킨 연기 진짜 너무 잘해서 슬퍼..
-롯데시네마 광음시네마관에서 보길잘했음!"
3.5,"노래와 춤이 끝나는 순간 절망감, 토드 필립스의 성취
노래와 춤을 반복하는 블랙코미디 뮤지컬로 장르적 재미를 풀어내"
4.0,비평과 호평이 오가는 이곳이 법정 그 자체다...
4.0,"1에서는 조커, 2에서는 아서를 보여 주고 싶었던 것 같은데 음… 아서 담당 변호사나 검사, 리 등 부수적인 인물의 서사가 더 궁금했다 개인적으로는"
4.0,"망상에서 현실로, 전능에서 무능으로, 비로소 출발점에서 막을 내리는 처연한 쇼"
3.5,탈피하고픈 아서 플렉의 애달픈 세레나데.
2.5,"메세지도, 뮤지컬도 좋았지만 뜬금없는 폭발과 갓 사귄 여자친구의 폭언 만으로는 부족하다."
3.5,"’folie a deux‘

사람들은 상대방에게 자기가 원하는 모습만 보길 희망한다
그는 자기 자신을 바라만 봐주길 원했던 것이였을텐데"
3.5,"배트맨이 없는 조커라는 것 자체가 어불성설이다
심지어 감독은 아서 플렉이 조커가 아니라고 밝혔다
그렇다면 왜 디씨의 조커라는 이름을 빌린 영화를 2편이나 냈는가?
단순히 브랜드 IP팔이를 통해 묻힐 수 있던 주제가 주목을 받고 속편까지 나와버린 참사."
4.5,Just speak not sing
2.5,"이게 최선이였을까? 하는 생각만 들었습니다.

“조커”를 인생영화로 꼽을만큼 명작이라고 생각했는데, 후속작 후기가 좋지않아서 기대하지않고 봤습니다.
기대를 안했음에도, 조커가 재판받는 그 과정속에서 중간중간 뮤지컬 형식의 노래로 분량을 채웠다는 느낌을 지울 수 없습니다.

꼭 뮤지컬로 풀어내야만 했어야 하는 이유가 있다고 한들 팬들이 원하는건 이게 아니란걸 잘 알고있을텐 말이죠. “조커”가 국내해외에서 논란이 많았던 작품이였던 만큼 이번 조커 후속작은 감독의 해명 영상 같았습니다.
“나는 범죄자를 미화한적 없다.”"
3.5,산으로 올라가 echo로 돌아오다
2.5,춤을 추지 않는 나는 웃을수도 없나요
4.0,스포일러가 있어요!! 보기
3.5,스포일러가 있어요!! 보기
4.0,스포일러가 있어요!! 보기
4.0,"09/10/2024 (CGV 소풍)
할리퀸의 놀라운 재해석
조커가 아닌 아서의 이야기"
1.0,조커를 쓸 줄 몰랐던 박명수는 웃음이라도 줬지
3.0,망상 속에서 노래하는 내면과 애매한 자기반성과 완성
4.0,아서 플렉이라는 사람에 집중하는 스토리라인 그 자체는 나쁘지 않았지만 뮤지컬 영화라면 결국엔 음악이 좋아야 하는데 그렇지 못하다는점.
5.0,스포일러가 있어요!! 보기
2.0,통쾌한 조커를 원했지만 비극적이고 보기 힘든 아서만 남아버렸다. 감독은 범죄자가 되지 말라는 메세지를 전하고 싶었던 걸까
